"","item","itemLabel","birthdate","deathdate"
"1033","http://www.wikidata.org/entity/Q1964359","Suzanne Verdier","1745","1813"
"1034","http://www.wikidata.org/entity/Q1974859","Émile Deschamps","1791","1871"
"1036","http://www.wikidata.org/entity/Q1976037","Andrée Brunin","1937","1993"
"1038","http://www.wikidata.org/entity/Q1986373","Nicolas-Étienne Framery","1745","1810"
"1039","http://www.wikidata.org/entity/Q1989914","François-Marie Luzel","1821","1895"
"1040","http://www.wikidata.org/entity/Q1996265","Antoine de Paris","1884","1976"
"1043","http://www.wikidata.org/entity/Q2016772","André Fontainas","1865","1948"
"1046","http://www.wikidata.org/entity/Q2042113","Francis Vielé-Griffin","1864","1937"
"1047","http://www.wikidata.org/entity/Q2047594","Armel Guerne","1911","1980"
"1048","http://www.wikidata.org/entity/Q2058470","Paul Armand Silvestre","1837","1901"
"1049","http://www.wikidata.org/entity/Q2058686","Paul Alexis","1847","1901"
"1053","http://www.wikidata.org/entity/Q2063312","Paul de Choudens","1850","1925"
"1057","http://www.wikidata.org/entity/Q2066224","Théophile Marion Dumersan","1780","1849"
"1058","http://www.wikidata.org/entity/Q2067096","Jean Reboul","1796","1864"
"1063","http://www.wikidata.org/entity/Q2072208","François Guillaume Ducray-Duminil","1761","1819"
"1065","http://www.wikidata.org/entity/Q2079293","Peter Potemkine","1886","1926"
"1068","http://www.wikidata.org/entity/Q2087071","Joseph d'Arbaud","1874","1950"
"1070","http://www.wikidata.org/entity/Q2088334","Philoxène Boyer","1829","1867"
"1071","http://www.wikidata.org/entity/Q2093044","Pierre-Jacques-René Denne-Baron","1780","1854"
"1072","http://www.wikidata.org/entity/Q2093956","Pierre Villeminot","1913","1945"
"1077","http://www.wikidata.org/entity/Q2097468","Saint-Pol-Roux","1861","1940"
"1078","http://www.wikidata.org/entity/Q2115832","André-Antoine Ravrio","1759","1814"
"1079","http://www.wikidata.org/entity/Q2121130","Simin Palay","1874","1965"
"1081","http://www.wikidata.org/entity/Q2128339","Mélanie Hahnemann","1800","1878"
"1083","http://www.wikidata.org/entity/Q2158110","Robert Luzarche","1845","1870"
"1085","http://www.wikidata.org/entity/Q2161677","Roger Auguste Dumas","1897","1951"
"1088","http://www.wikidata.org/entity/Q2912778","Jean-François Chabrun","1920","1997"
"1089","http://www.wikidata.org/entity/Q2926755","Bruno Durocher","1919","1996"
"1090","http://www.wikidata.org/entity/Q2926757","Bruno Edan","1957","1981"
"1092","http://www.wikidata.org/entity/Q2927289","Brémonde de Tarascon","1858","1898"
"1093","http://www.wikidata.org/entity/Q2929435","Béatrice Douvre","1967","1994"
"1095","http://www.wikidata.org/entity/Q2934906","Camille Delamour","1896","1965"
"1096","http://www.wikidata.org/entity/Q2934939","Camille Gandilhon Gens d'Armes","1871","1948"
"1097","http://www.wikidata.org/entity/Q2934992","Camille Le Mercier d'Erm","1888","1978"
"1098","http://www.wikidata.org/entity/Q2935071","Camille Soula","1888","1963"
"1101","http://www.wikidata.org/entity/Q2942048","Catherine Pozzi","1882","1934"
"1103","http://www.wikidata.org/entity/Q2957906","Charles-Albert Demoustier","1760","1801"
"1107","http://www.wikidata.org/entity/Q2957941","Charles Gonnet","1897","1985"
"1109","http://www.wikidata.org/entity/Q2958024","Charles-Florentin Loriot","1849","1905"
"1111","http://www.wikidata.org/entity/Q2958162","Charles-Joseph Loeillard d'Avrigny","1760","1823"
"1112","http://www.wikidata.org/entity/Q2958317","Charles-Théophile Féret","1858","1928"
"1115","http://www.wikidata.org/entity/Q2958347","Charles-Émilien Thuriet","1832","1920"
"1116","http://www.wikidata.org/entity/Q2958392","Charles André Wolf","1907","1999"
"1117","http://www.wikidata.org/entity/Q2958452","Charles Autrand","1918","1976"
"1118","http://www.wikidata.org/entity/Q2958504","Charles Baudouin","1893","1963"
"1119","http://www.wikidata.org/entity/Q2958528","Charles Berjole","1884","1924"
"1121","http://www.wikidata.org/entity/Q2958561","Charles Blanchaud","1840","1920"
"1122","http://www.wikidata.org/entity/Q2958600","Charles Bourgeois","1917","1976"
"1123","http://www.wikidata.org/entity/Q2958622","Charles Brifaut","1781","1857"
"1124","http://www.wikidata.org/entity/Q2958657","Charles Calais","1883","1914"
"1125","http://www.wikidata.org/entity/Q2958658","Charles Calemard de Lafayette","1815","1901"
"1127","http://www.wikidata.org/entity/Q2958672","Charles Canivet","1839","1911"
"1131","http://www.wikidata.org/entity/Q2958758","Charles Colmance","1805","1870"
"1132","http://www.wikidata.org/entity/Q2958846","Charles Daniélou","1878","1953"
"1133","http://www.wikidata.org/entity/Q2958880","Charles Derennes","1882","1930"
"1134","http://www.wikidata.org/entity/Q2958916","Charles Didier","1805","1864"
"1137","http://www.wikidata.org/entity/Q2958934","Charles Dovalle","1807","1829"
"1138","http://www.wikidata.org/entity/Q2958956","Charles Duits","1925","1991"
"1139","http://www.wikidata.org/entity/Q2958957","Charles Dumas","1881","1914"
"1141","http://www.wikidata.org/entity/Q2958975","Charles Durand","1804","1863"
"1145","http://www.wikidata.org/entity/Q2959138","Charles Frémine","1841","1906"
"1147","http://www.wikidata.org/entity/Q2959289","Charles Géniaux","1870","1931"
"1148","http://www.wikidata.org/entity/Q2959290","Charles Gwennou","1851","1915"
"1149","http://www.wikidata.org/entity/Q2959479","Charles Joseph Colnet Du Ravel","1768","1832"
"1150","http://www.wikidata.org/entity/Q2959544","Charles Laffillé","1771","1848"
"1151","http://www.wikidata.org/entity/Q2959585","Charles Lassailly","1806","1843"
"1152","http://www.wikidata.org/entity/Q2959593","Charles Le Boulanger","1880","1929"
"1153","http://www.wikidata.org/entity/Q2959634","Charles Lemaître","1854","1928"
"1154","http://www.wikidata.org/entity/Q2959702","Charles Loyson","1791","1820"
"1155","http://www.wikidata.org/entity/Q2959732","Charles Magnin","1793","1862"
"1156","http://www.wikidata.org/entity/Q2959857","Charles Morice","1860","1919"
"1157","http://www.wikidata.org/entity/Q2960020","Charles Pitou","1849","1927"
"1158","http://www.wikidata.org/entity/Q2960039","Charles Poncy","1821","1891"
"1161","http://www.wikidata.org/entity/Q2960305","Charles Thibault","1897","1965"
"1163","http://www.wikidata.org/entity/Q2960391","Charles Vignier","1863","1934"
"1164","http://www.wikidata.org/entity/Q2960461","Charles Woinez","1813","1878"
"1165","http://www.wikidata.org/entity/Q2960501","Charles d'Avray","1878","1960"
"1167","http://www.wikidata.org/entity/Q2960591","Charles de Gaulle","1837","1880"
"1172","http://www.wikidata.org/entity/Q3157856","Jacques-André Jacquelin","1776","1827"
"1173","http://www.wikidata.org/entity/Q3157894","Jacques-Charles Bailleul","1762","1843"
"1175","http://www.wikidata.org/entity/Q3157920","Jacques-François-Marie Vieilh de Boisjolin","1760","1841"
"1176","http://www.wikidata.org/entity/Q3158148","Jacques Arnold","1912","1995"
"1178","http://www.wikidata.org/entity/Q3158194","Jacques Baron","1905","1986"
"1180","http://www.wikidata.org/entity/Q3158290","Jacques Bins, comte de Saint-Victor","1772","1858"
"1190","http://www.wikidata.org/entity/Q3158839","Jacques Dyssord","1880","1952"
"1194","http://www.wikidata.org/entity/Q3159486","Jacques Maret","1900","1980"
"1195","http://www.wikidata.org/entity/Q3159500","Jacques Martel","1877","1941"
"1198","http://www.wikidata.org/entity/Q3159625","Jacques Muracciole","1902","1961"
"1199","http://www.wikidata.org/entity/Q3159807","Jacques Prado","1889","1928"
"1200","http://www.wikidata.org/entity/Q3159808","Jacques Prevel","1915","1951"
"1201","http://www.wikidata.org/entity/Q3159860","Jacques Replat","1807","1866"
"1202","http://www.wikidata.org/entity/Q3159872","Jacques Richepin","1880","1946"
"1203","http://www.wikidata.org/entity/Q3159888","Jacques Robert","1875","1892"
"1205","http://www.wikidata.org/entity/Q3160029","Jacques Spacagna","1936","1990"
"1212","http://www.wikidata.org/entity/Q3160181","Jacques Viot","1898","1973"
"1213","http://www.wikidata.org/entity/Q3160204","Jacques Yonnet","1915","1974"
"1219","http://www.wikidata.org/entity/Q3160650","Jakez Kerrien","1900","1992"
"1223","http://www.wikidata.org/entity/Q3161905","Jane de La Vaudère","1857","1908"
"1224","http://www.wikidata.org/entity/Q3163700","Jean-Antoine-Marie Monperlier","1788","1819"
"1225","http://www.wikidata.org/entity/Q3163769","Jean-Baptiste-Christophe Grainville","1760","1805"
"1228","http://www.wikidata.org/entity/Q3163990","Jean-Baptiste Cœuilhe","1731","1801"
"1229","http://www.wikidata.org/entity/Q3163996","Jean-Baptiste Dalès","1802","1857"
"1231","http://www.wikidata.org/entity/Q3164089","Jean-Baptiste Foucaud","1747","1818"
"1232","http://www.wikidata.org/entity/Q3164101","Jean-Baptiste Gaut","1819","1891"
"1234","http://www.wikidata.org/entity/Q3164365","Jean-Baptiste Poncet-Delpech","1743","1817"
"1235","http://www.wikidata.org/entity/Q3164434","Jean-Baptiste Sanson de Pongerville","1782","1870"
"1236","http://www.wikidata.org/entity/Q3164607","Jean-Charles-Julien Luce de Lancival","1764","1810"
"1237","http://www.wikidata.org/entity/Q3164944","Jean-Claude Diamant-Berger","1920","1944"
"1238","http://www.wikidata.org/entity/Q3014977","Danielle Collobert","1940","1978"
"1243","http://www.wikidata.org/entity/Q3019118","Jules-Charles Truffier","1856","1943"
"1244","http://www.wikidata.org/entity/Q3021851","Delphine Philippe-Lemaître","1798","1863"
"1250","http://www.wikidata.org/entity/Q3034912","Dominique-Alexandre Parodi","1840","1901"
"1251","http://www.wikidata.org/entity/Q3035005","Dominique Bonnaud","1864","1943"
"1253","http://www.wikidata.org/entity/Q3035700","Don-Joseph Giansily","1901","1977"
"1254","http://www.wikidata.org/entity/Q3038282","Dovid Knut","1900","1955"
"1255","http://www.wikidata.org/entity/Q3045139","Désiré-François Le Filleul Des Guerrots","1778","1857"
"1256","http://www.wikidata.org/entity/Q3047469","Edgar Monteil","1845","1921"
"1257","http://www.wikidata.org/entity/Q3047483","Edgar Reyle","1874","1918"
"1258","http://www.wikidata.org/entity/Q3047682","Edme-Louis Billardon de Sauvigny","1738","1812"
"1260","http://www.wikidata.org/entity/Q3047776","Edmond Brazès","1893","1980"
"1261","http://www.wikidata.org/entity/Q3047791","Edmond Cottinet","1824","1895"
"1262","http://www.wikidata.org/entity/Q3047843","Edmond Gojon","1886","1935"
"1263","http://www.wikidata.org/entity/Q3047865","Edmond Humeau","1907","1998"
"1264","http://www.wikidata.org/entity/Q3047902","Edmond Lepelletier","1846","1913"
"1265","http://www.wikidata.org/entity/Q3047930","Edmond Mordret","1787","1856"
"1266","http://www.wikidata.org/entity/Q3047951","Edmond Pilon","1874","1945"
"1267","http://www.wikidata.org/entity/Q3047991","Edmond Spalikowski","1874","1951"
"1268","http://www.wikidata.org/entity/Q3047998","Edmond Thiaudière","1837","1930"
"1269","http://www.wikidata.org/entity/Q3048160","Edmée Delebecque","1880","1951"
"1270","http://www.wikidata.org/entity/Q3048663","Edward Sansot","1864","1926"
"1271","http://www.wikidata.org/entity/Q3049296","Ehrenfried Stoeber","1779","1835"
"1272","http://www.wikidata.org/entity/Q3049334","Jon Mirande","1925","1972"
"1273","http://www.wikidata.org/entity/Q3051060","Elisa Fleury","1795","1862"
"1274","http://www.wikidata.org/entity/Q3051725","Elsa Koeberlé","1881","1950"
"1275","http://www.wikidata.org/entity/Q3051898","Elzéar Bonnier-Ortolan","1849","1916"
"1276","http://www.wikidata.org/entity/Q3052510","Emmanuel-Flavia Léopold","1892","1962"
"1277","http://www.wikidata.org/entity/Q3052512","Emmanuel Louis Nicolas Viollet-le-Duc","1781","1857"
"1278","http://www.wikidata.org/entity/Q3052535","Emmanuel Aegerter","1883","1945"
"1279","http://www.wikidata.org/entity/Q3052669","Emmanuel Delbousquet","1874","1909"
"1280","http://www.wikidata.org/entity/Q3052764","Emmanuel Lochac","1886","1956"
"1282","http://www.wikidata.org/entity/Q3052869","Emmanuel Signoret","1872","1900"
"1283","http://www.wikidata.org/entity/Q3056814","Ernest Aberlenc","1847","1930"
"1284","http://www.wikidata.org/entity/Q3056962","Ernest Fouinet","1799","1845"
"1285","http://www.wikidata.org/entity/Q3056972","Ernest Gaubert","1881","1945"
"1286","http://www.wikidata.org/entity/Q3057004","Ernest Hamel","1826","1898"
"1287","http://www.wikidata.org/entity/Q3057141","Ernest Prévost","1872","1952"
"1288","http://www.wikidata.org/entity/Q3057152","Ernest Raynaud","1864","1936"
"1289","http://www.wikidata.org/entity/Q3057230","Ernest de Ganay","1880","1963"
"1290","http://www.wikidata.org/entity/Q3057547","Erwan ar Moal","1874","1957"
"1295","http://www.wikidata.org/entity/Q3059421","Etxahun","1786","1862"
"1296","http://www.wikidata.org/entity/Q3059708","Eugène Baillet","1829","1906"
"1297","http://www.wikidata.org/entity/Q3059730","Eugène Bizeau","1883","1989"
"1298","http://www.wikidata.org/entity/Q3059805","Eugène Dayot","1810","1852"
"1299","http://www.wikidata.org/entity/Q3059862","Eugène Figuière","1882","1944"
"1300","http://www.wikidata.org/entity/Q3059898","Eugène Grangé","1810","1887"
"1301","http://www.wikidata.org/entity/Q3059936","Eugène Hugo","1800","1837"
"1302","http://www.wikidata.org/entity/Q3059977","Eugène Le Mouël","1859","1934"
"1303","http://www.wikidata.org/entity/Q3059986","Eugène Lemercier","1862","1939"
"1304","http://www.wikidata.org/entity/Q3060046","Eugène Mordret","1830","1856"
"1305","http://www.wikidata.org/entity/Q3060217","Eugène Volcy Focard","1818","1901"
"1306","http://www.wikidata.org/entity/Q3060226","Eugène d'Eichthal","1844","1936"
"1307","http://www.wikidata.org/entity/Q3060238","Eugène de Lonlay","1815","1886"
"1309","http://www.wikidata.org/entity/Q2171566","Nadezhda Teffi","1872","1952"
"1310","http://www.wikidata.org/entity/Q2201654","Emmanuel Looten","1908","1974"
"1314","http://www.wikidata.org/entity/Q2203370","Jean de Bosschère","1878","1953"
"1315","http://www.wikidata.org/entity/Q2212363","Saint-Cyr de Rayssac","1837","1874"
"1317","http://www.wikidata.org/entity/Q2266379","Auguste Angellier","1848","1911"
"1318","http://www.wikidata.org/entity/Q2271556","Georges Perros","1923","1978"
"1322","http://www.wikidata.org/entity/Q2278124","Philothée O'Neddy","1811","1875"
"1324","http://www.wikidata.org/entity/Q2304284","Renat Nelli","1906","1982"
"1327","http://www.wikidata.org/entity/Q2340976","Henri de Bornier","1825","1901"
"1329","http://www.wikidata.org/entity/Q2348377","Paul Guigou","1834","1871"
"1330","http://www.wikidata.org/entity/Q2349298","Pierre-Marie-Charles de Bernard du Grail de la Villette","1804","1850"
"1331","http://www.wikidata.org/entity/Q2355014","Étienne Aignan","1773","1824"
"1334","http://www.wikidata.org/entity/Q2360417","Stéphen Liégeard","1830","1925"
"1336","http://www.wikidata.org/entity/Q2363733","Jean-Louis Vallas","1901","1995"
"1338","http://www.wikidata.org/entity/Q2365824","Paul Paillette","1844","1920"
"1339","http://www.wikidata.org/entity/Q2366496","René Laporte","1905","1954"
"1340","http://www.wikidata.org/entity/Q2370105","Émilie Evershed","1800","1879"
"1341","http://www.wikidata.org/entity/Q2370499","Armand-François Jouslin de La Salle","1794","1863"
"1342","http://www.wikidata.org/entity/Q2371393","Albert Mérat","1840","1909"
"1349","http://www.wikidata.org/entity/Q2376258","Gisèle Barbotin","1900","1958"
"1350","http://www.wikidata.org/entity/Q2376361","Paul-Emile Debraux","1796","1831"
"1351","http://www.wikidata.org/entity/Q2377723","Jean-Baptiste Cousin de Grainville","1746","1805"
"1353","http://www.wikidata.org/entity/Q2378545","Georges Chennevière","1884","1927"
"1354","http://www.wikidata.org/entity/Q2378890","Justin Bessou","1845","1918"
"1355","http://www.wikidata.org/entity/Q2379468","Arsène Vermenouze","1850","1910"
"1356","http://www.wikidata.org/entity/Q2383072","Joseph Barbotin","1847","1918"
"1357","http://www.wikidata.org/entity/Q2383344","Armand Godoy","1880","1964"
"1360","http://www.wikidata.org/entity/Q2386832","Eugénie de Guérin","1805","1848"
"1361","http://www.wikidata.org/entity/Q2386999","Marc Michel","1812","1868"
"1362","http://www.wikidata.org/entity/Q2387738","Sophie Manéglier","1803","1892"
"1363","http://www.wikidata.org/entity/Q2388098","Vadim Delaunay","1947","1983"
"1364","http://www.wikidata.org/entity/Q2388367","Emma Roussel","1899","1952"
"1365","http://www.wikidata.org/entity/Q2391090","Alexandre Schanne","1823","1887"
"1370","http://www.wikidata.org/entity/Q2404396","Léon-Gabriel Gros","1905","1985"
"1373","http://www.wikidata.org/entity/Q2404529","Victor Emile Michelet","1861","1938"
"1374","http://www.wikidata.org/entity/Q2404639","Louis Veuillot","1813","1883"
"1375","http://www.wikidata.org/entity/Q2406591","Pierre Audard","1909","1981"
"1376","http://www.wikidata.org/entity/Q2415638","Jean-Baptiste Auguste Digard de Lousta","1813","1879"
"1377","http://www.wikidata.org/entity/Q2415943","François-Nicolas-Vincent Campenon","1772","1843"
"1378","http://www.wikidata.org/entity/Q2420334","Patrice Thierry","1952","1998"
"1379","http://www.wikidata.org/entity/Q2423099","Joseph Déjacque","1821","1864"
"1384","http://www.wikidata.org/entity/Q2427436","Édouard Pailleron","1834","1899"
"1387","http://www.wikidata.org/entity/Q2442116","Étienne Carjat","1828","1906"
"1391","http://www.wikidata.org/entity/Q2444307","Félix Arvers","1806","1850"
"1394","http://www.wikidata.org/entity/Q2454214","Tristan Klingsor","1874","1966"
"1399","http://www.wikidata.org/entity/Q2472632","Alain Bosquet","1919","1998"
"1400","http://www.wikidata.org/entity/Q2475297","Armand Robin","1912","1961"
"1401","http://www.wikidata.org/entity/Q2500310","Jean-François Ducis","1733","1816"
"1402","http://www.wikidata.org/entity/Q2552540","Raymond Asso","1901","1968"
"1404","http://www.wikidata.org/entity/Q2564908","Alexandre Soumet","1786","1845"
"1406","http://www.wikidata.org/entity/Q2572079","Santu Casanova","1850","1936"
"1407","http://www.wikidata.org/entity/Q2575962","Jean Sénac","1926","1973"
"1409","http://www.wikidata.org/entity/Q2607219","Laurent Tailhade","1854","1919"
"1410","http://www.wikidata.org/entity/Q2616465","Victor Margueritte","1866","1942"
"1411","http://www.wikidata.org/entity/Q2622119","Joseph Albert Alexandre Glatigny","1839","1873"
"1413","http://www.wikidata.org/entity/Q2623548","Sasha Chorny","1880","1932"
"1414","http://www.wikidata.org/entity/Q2627812","Paul-Jean Toulet","1867","1920"
"1415","http://www.wikidata.org/entity/Q2631042","Boris Zaytsev","1881","1972"
"1416","http://www.wikidata.org/entity/Q2633356","Paul Arène","1843","1896"
"1417","http://www.wikidata.org/entity/Q2633593","Jean Amrouche","1906","1962"
"1418","http://www.wikidata.org/entity/Q2641297","Paul Géraldy","1885","1983"
"1419","http://www.wikidata.org/entity/Q2643727","Alexandre Cosnard","1802","1880"
"1421","http://www.wikidata.org/entity/Q2646203","Alfred Des Essarts","1811","1893"
"1422","http://www.wikidata.org/entity/Q2657576","Antoine Vitez","1930","1990"
"1423","http://www.wikidata.org/entity/Q2661358","Conrad Detrez","1937","1985"
"1424","http://www.wikidata.org/entity/Q2689438","Jean-François Roger","1776","1842"
"1428","http://www.wikidata.org/entity/Q2698377","Joseph-Alphonse Esménard","1769","1811"
"1431","http://www.wikidata.org/entity/Q2706190","Raoul Follereau","1903","1977"
"1432","http://www.wikidata.org/entity/Q2714600","Albert Aurier","1865","1892"
"1433","http://www.wikidata.org/entity/Q2714608","Charles Le Goffic","1863","1932"
"1437","http://www.wikidata.org/entity/Q2731068","Philéas Lebesgue","1869","1958"
"1439","http://www.wikidata.org/entity/Q2735843","Pierre Dupont","1821","1870"
"1440","http://www.wikidata.org/entity/Q2742471","Maurice Bouchor","1855","1929"
"1442","http://www.wikidata.org/entity/Q2742867","Clotilde de Vaux","1815","1846"
"1443","http://www.wikidata.org/entity/Q2743893","Amélie Gex","1835","1883"
"1444","http://www.wikidata.org/entity/Q2744857","Henri Antoine Jules-Bois","1868","1943"
"1446","http://www.wikidata.org/entity/Q2749815","Just Songeon","1880","1940"
"1449","http://www.wikidata.org/entity/Q2773178","Théodore Botrel","1868","1925"
"1456","http://www.wikidata.org/entity/Q2823081","Achille Maffre de Baugé","1855","1928"
"1457","http://www.wikidata.org/entity/Q2823090","Achille Paysant","1841","1927"
"1460","http://www.wikidata.org/entity/Q2824206","Adelin Moulis","1896","1996"
"1461","http://www.wikidata.org/entity/Q2824339","Adhémard Leclère","1853","1917"
"1462","http://www.wikidata.org/entity/Q2824451","Adine Riom","1818","1899"
"1463","http://www.wikidata.org/entity/Q2824781","Adolphe Boschot","1871","1955"
"1464","http://www.wikidata.org/entity/Q2824811","Adolphe Dumas","1805","1861"
"1465","http://www.wikidata.org/entity/Q2824848","Adolphe Joseph Carcassonne","1826","1891"
"1466","http://www.wikidata.org/entity/Q2824898","Adolphe Retté","1863","1930"
"1467","http://www.wikidata.org/entity/Q2824936","Adolphe de Saint-Valry","1797","1867"
"1468","http://www.wikidata.org/entity/Q2825103","Adrien-Michel-Hyacinthe Blin de Sainmore","1733","1807"
"1469","http://www.wikidata.org/entity/Q2825131","Adrien Bertrand","1888","1917"
"1470","http://www.wikidata.org/entity/Q2825223","Adrien Mithouard","1864","1919"
"1471","http://www.wikidata.org/entity/Q2825250","Adrien Quiret de Margency","1727","1802"
"1472","http://www.wikidata.org/entity/Q2825253","Adrien Remacle","1849","1916"
"1473","http://www.wikidata.org/entity/Q2825261","Adrien Rouquette","1813","1887"
"1475","http://www.wikidata.org/entity/Q2825459","Adélaïde-Louise d'Eckmühl de Blocqueville","1815","1892"
"1476","http://www.wikidata.org/entity/Q2825463","Adélaïde Dufrénoy","1765","1825"
"1478","http://www.wikidata.org/entity/Q2826461","Agathe-Sophie Sasserno","1810","1860"
"1479","http://www.wikidata.org/entity/Q2827371","Agénor Altaroche","1811","1884"
"1482","http://www.wikidata.org/entity/Q2828099","Aimée Barancy","1891","1984"
"1483","http://www.wikidata.org/entity/Q2829590","Alain Borne","1915","1962"
"1487","http://www.wikidata.org/entity/Q2829884","Alain Guel","1913","1993"
"1492","http://www.wikidata.org/entity/Q2960675","Charles de Pomairols","1843","1916"
"1494","http://www.wikidata.org/entity/Q2960736","Charles des Jamonières","1902","1970"
"1495","http://www.wikidata.org/entity/Q2960925","Charlotte-Catherine Cosson de La Cressonnière","1740","1813"
"1498","http://www.wikidata.org/entity/Q2960958","Charlotte Calmis","1913","1982"
"1499","http://www.wikidata.org/entity/Q2961061","Charloun Rieu","1846","1924"
"1500","http://www.wikidata.org/entity/Q2965272","Christian Gabrielle Guez Ricord","1948","1988"
"1503","http://www.wikidata.org/entity/Q2967451","Chrétien-Siméon Le Prévost d'Iray","1768","1849"
"1504","http://www.wikidata.org/entity/Q2974966","Clair Tisseur","1827","1895"
"1505","http://www.wikidata.org/entity/Q2975054","Claire Huchet Bishop","1898","1993"
"1506","http://www.wikidata.org/entity/Q2976661","Claude-Auguste Dorion","1770","1829"
"1510","http://www.wikidata.org/entity/Q2976814","Claude-Nicolas Chatillon","1776","1826"
"1521","http://www.wikidata.org/entity/Q2977675","Claude Le Prat","1875","1926"
"1528","http://www.wikidata.org/entity/Q2978148","Claude Sernet","1902","1968"
"1529","http://www.wikidata.org/entity/Q2978189","Claude Tarnaud","1922","1991"
"1535","http://www.wikidata.org/entity/Q2978465","Claudine Chonez","1906","1995"
"1539","http://www.wikidata.org/entity/Q2980553","Antoinette Henriette Clémence Robert","1797","1872"
"1543","http://www.wikidata.org/entity/Q2994851","Constant Dubos","1768","1845"
"1544","http://www.wikidata.org/entity/Q2996963","Cora Laparcerie","1875","1951"
"1545","http://www.wikidata.org/entity/Q3002531","Crevel de Charlemagne","1807","1882"
"1547","http://www.wikidata.org/entity/Q3009168","Cyrille Rigaud","1750","1824"
"1549","http://www.wikidata.org/entity/Q3009800","Cécile Sauvage","1883","1927"
"1550","http://www.wikidata.org/entity/Q3010142","Céline Arnauld","1885","1952"
"1551","http://www.wikidata.org/entity/Q3010752","Côtis-Capel","1915","1986"
"1553","http://www.wikidata.org/entity/Q3013209","Dan Solojoff","1908","1994"
"1554","http://www.wikidata.org/entity/Q3013726","Daniel Bernard","1842","1883"
"1555","http://www.wikidata.org/entity/Q3014172","Georg Daniel Hirtz","1804","1893"
"1556","http://www.wikidata.org/entity/Q3165286","Jean-César-Marie-Alexandre Chaudruc de Crazannes","1782","1862"
"1557","http://www.wikidata.org/entity/Q3165478","Jean-François Boisard","1762","1821"
"1558","http://www.wikidata.org/entity/Q3165511","Jean-François Cailhava de L'Estandoux","1730","1813"
"1560","http://www.wikidata.org/entity/Q3165758","Jean-François Mandar","1732","1803"
"1565","http://www.wikidata.org/entity/Q3166118","Jean-Henri Séqué","1893","1959"
"1566","http://www.wikidata.org/entity/Q3166185","Jean-Jacques Boisard","1744","1833"
"1568","http://www.wikidata.org/entity/Q3166511","Jean-Joseph Flori","1899","1972"
"1569","http://www.wikidata.org/entity/Q3166567","Jean Jules Verdenal","1890","1915"
"1570","http://www.wikidata.org/entity/Q3166648","Jean-Louis Boncœur","1911","1997"
"1571","http://www.wikidata.org/entity/Q3166654","Jean-Louis Brau","1930","1985"
"1572","http://www.wikidata.org/entity/Q3166671","Jean-Louis Bédouin","1929","1996"
"1574","http://www.wikidata.org/entity/Q3166835","Jean-Louis Lacroix","1766","1813"
"1575","http://www.wikidata.org/entity/Q3167016","Jean-Louis Vaudoyer","1883","1963"
"1578","http://www.wikidata.org/entity/Q3167327","Jean-Marc Bernard","1881","1915"
"1579","http://www.wikidata.org/entity/Q3167693","Jean-Marie Mary","1858","1902"
"1580","http://www.wikidata.org/entity/Q3167721","Jean-Marie Le Jean","1831","1877"
"1584","http://www.wikidata.org/entity/Q3168192","Jean-Nicolas Bassenge","1758","1811"
"1586","http://www.wikidata.org/entity/Q3168722","Jean-Paul de Dadelsen","1913","1957"
"1588","http://www.wikidata.org/entity/Q3168868","Jean-Philippe Salabreuil","1940","1970"
"1589","http://www.wikidata.org/entity/Q3168910","Jean-Pierre-Jacques-Auguste de Labouïsse-Rochefort","1778","1852"
"1591","http://www.wikidata.org/entity/Q3169249","Jean-Pierre Duprey","1930","1959"
"1596","http://www.wikidata.org/entity/Q3169505","Jean-Pierre Lesguillon","1799","1873"
"1600","http://www.wikidata.org/entity/Q3170295","Jean Ajalbert","1863","1947"
"1601","http://www.wikidata.org/entity/Q3170301","Jean Albany","1917","1984"
"1602","http://www.wikidata.org/entity/Q3170334","Jean Allard-Méeus","1891","1914"
"1603","http://www.wikidata.org/entity/Q3170416","Jean Arnaud-Durand","1897","1973"
"1606","http://www.wikidata.org/entity/Q3170510","Jean Balde","1885","1938"
"1607","http://www.wikidata.org/entity/Q3170512","Jean Ballard","1893","1973"
"1608","http://www.wikidata.org/entity/Q3170544","Jean Baptiste Gaspard Roux de Rochelle","1760","1849"
"1612","http://www.wikidata.org/entity/Q3170643","Jean Baudrais","1749","1832"
"1613","http://www.wikidata.org/entity/Q3170733","Jean Berrier","1766","1824"
"1615","http://www.wikidata.org/entity/Q3170743","Jean Bertheroy","1858","1927"
"1619","http://www.wikidata.org/entity/Q3170896","Jean Bouhier","1912","1999"
"1621","http://www.wikidata.org/entity/Q3171019","Jean Brunet","1822","1894"
"1622","http://www.wikidata.org/entity/Q3061110","Eusèbe de Salverte","1771","1839"
"1623","http://www.wikidata.org/entity/Q3061162","Eutrope Lambert","1842","1910"
"1624","http://www.wikidata.org/entity/Q3061661","Louis Evrard Charbonnel","1903","1971"
"1625","http://www.wikidata.org/entity/Q3066339","Fanchy","1866","1938"
"1626","http://www.wikidata.org/entity/Q3066451","Fanny Dénoix des Vergnes","1798","1879"
"1628","http://www.wikidata.org/entity/Q3068551","Ferdinand Dugué","1816","1913"
"1629","http://www.wikidata.org/entity/Q3068559","Ferdinand Fabre","1827","1898"
"1630","http://www.wikidata.org/entity/Q3068613","Ferdinand Lop","1891","1974"
