"","item","itemLabel","birthdate","deathdate"
"729","http://www.wikidata.org/entity/Q1362359","Joseph Méry","1797","1866"
"730","http://www.wikidata.org/entity/Q1364486","Alexis Martin","1834","1904"
"731","http://www.wikidata.org/entity/Q1365526","Gédéon Tallemant des Réaux","1619","1692"
"732","http://www.wikidata.org/entity/Q1366826","Léon Dierx","1838","1912"
"733","http://www.wikidata.org/entity/Q1368557","Vladimir Solomonovich Pozner","1905","1992"
"734","http://www.wikidata.org/entity/Q1371519","Joseph Kimhi","1105","1170"
"735","http://www.wikidata.org/entity/Q1373523","Eugène Lefébure","1838","1908"
"736","http://www.wikidata.org/entity/Q1374750","Jacques Rabemananjara","1913","2005"
"738","http://www.wikidata.org/entity/Q1377731","Alexandre Dechet","1801","1830"
"739","http://www.wikidata.org/entity/Q1378765","Eustorg de Beaulieu","1495","1552"
"740","http://www.wikidata.org/entity/Q1379409","Guy Ropartz","1864","1955"
"741","http://www.wikidata.org/entity/Q1379808","Pierre-Louis Ginguené","1748","1815"
"743","http://www.wikidata.org/entity/Q1381471","Pey de Garros","1530","1585"
"744","http://www.wikidata.org/entity/Q1382422","Louis Janmot","1814","1892"
"745","http://www.wikidata.org/entity/Q1382427","Fernand Baldensperger","1871","1958"
"746","http://www.wikidata.org/entity/Q1386187","Jean Lemaire de Belges","1473","1524"
"747","http://www.wikidata.org/entity/Q1388925","Henri Meschonnic","1932","2009"
"748","http://www.wikidata.org/entity/Q1389258","Henrik, Prince Consort of Denmark","1934","2018"
"749","http://www.wikidata.org/entity/Q1391034","Théodore Hersart de la Villemarqué","1815","1895"
"750","http://www.wikidata.org/entity/Q1393327","Nicolas Joseph Laurent Gilbert","1750","1780"
"751","http://www.wikidata.org/entity/Q1393354","Georges Ribemont-Dessaignes","1884","1974"
"752","http://www.wikidata.org/entity/Q1393426","Jacques Davy Duperron","1556","1618"
"753","http://www.wikidata.org/entity/Q1393434","Joë Bousquet","1897","1950"
"754","http://www.wikidata.org/entity/Q1393491","Jean de La Taille","1535","1608"
"755","http://www.wikidata.org/entity/Q1393498","Victor de Laprade","1812","1883"
"756","http://www.wikidata.org/entity/Q1393517","Charles-Victor Prévot, vicomte d'Arlincourt","1788","1856"
"757","http://www.wikidata.org/entity/Q1393531","Jean-Jacques Lefranc, Marquis de Pompignan","1709","1784"
"758","http://www.wikidata.org/entity/Q1393855","Marius Girard","1838","1906"
"759","http://www.wikidata.org/entity/Q1394699","Jean Passerat","1534","1602"
"760","http://www.wikidata.org/entity/Q1396074","Max Roqueta","1908","2005"
"761","http://www.wikidata.org/entity/Q1397972","François de Neufchâteau","1750","1828"
"762","http://www.wikidata.org/entity/Q1398171","Léon Cladel","1834","1892"
"764","http://www.wikidata.org/entity/Q1398268","Germain Muller","1923","1994"
"765","http://www.wikidata.org/entity/Q1399264","Henri Bosco","1888","1976"
"766","http://www.wikidata.org/entity/Q1399335","Louis-Nicolas Ménard","1822","1901"
"767","http://www.wikidata.org/entity/Q1399502","Xavier Boniface Saintine","1795","1865"
"769","http://www.wikidata.org/entity/Q1407571","Robert Arnauld d'Andilly","1589","1674"
"770","http://www.wikidata.org/entity/Q2839725","Alphonse Brot","1807","1895"
"771","http://www.wikidata.org/entity/Q2839811","Henri-François-Alphonse Esquiros","1812","1876"
"772","http://www.wikidata.org/entity/Q2839973","Alphonse Tavan","1833","1905"
"773","http://www.wikidata.org/entity/Q2840033","Alphonse du Congé Dubreuil","1734","1801"
"774","http://www.wikidata.org/entity/Q2840696","Alzir Hella","1881","1953"
"775","http://www.wikidata.org/entity/Q2840805","Amable Villiet-Marcillat","1792","1863"
"776","http://www.wikidata.org/entity/Q2840806","Amable Tastu","1795","1885"
"777","http://www.wikidata.org/entity/Q2842409","Ambroise Spadese de la Remepière-Donitie","1849","1882"
"778","http://www.wikidata.org/entity/Q2844637","Amédée Carriat","1922","2004"
"779","http://www.wikidata.org/entity/Q2844697","Amédée Pommier","1803","1877"
"780","http://www.wikidata.org/entity/Q2845564","Anatole Belval-Delahaye","1879","1918"
"781","http://www.wikidata.org/entity/Q2845574","Anatole Devarenne","1880","1954"
"782","http://www.wikidata.org/entity/Q2845614","Anatole de Montesquiou-Fézensac","1788","1878"
"783","http://www.wikidata.org/entity/Q2845712","Anaïs Ségalas","1819","1895"
"784","http://www.wikidata.org/entity/Q2847038","André-Ferdinand Hérold","1865","1940"
"785","http://www.wikidata.org/entity/Q2847155","André Antonin","1914","1977"
"786","http://www.wikidata.org/entity/Q2847203","André Barde","1874","1945"
"787","http://www.wikidata.org/entity/Q2847261","André Benedetto","1934","2009"
"788","http://www.wikidata.org/entity/Q2847390","André Bruel","1894","1978"
"789","http://www.wikidata.org/entity/Q2847450","André Castagnou","1889","1942"
"790","http://www.wikidata.org/entity/Q2847483","André Chanet","1816","1891"
"791","http://www.wikidata.org/entity/Q2847555","André Corthis","1882","1952"
"792","http://www.wikidata.org/entity/Q2847564","André Coyné","1927","2015"
"793","http://www.wikidata.org/entity/Q2847620","André Delons","1909","1940"
"794","http://www.wikidata.org/entity/Q2847643","André Desthomas","1919","2004"
"795","http://www.wikidata.org/entity/Q2847676","André Duclos","1932","2007"
"796","http://www.wikidata.org/entity/Q2847769","André Foulon de Vaulx","1873","1951"
"797","http://www.wikidata.org/entity/Q2847789","André Frédérique","1915","1957"
"798","http://www.wikidata.org/entity/Q2847799","André Gaillard","1898","1929"
"800","http://www.wikidata.org/entity/Q2847903","André Guimbretière","1923","2014"
"801","http://www.wikidata.org/entity/Q2847941","André Hardellet","1911","1974"
"802","http://www.wikidata.org/entity/Q2848021","André Jullien du Breuil","1903","1944"
"803","http://www.wikidata.org/entity/Q2848061","André Lafon","1883","1915"
"804","http://www.wikidata.org/entity/Q2848097","André Laude","1936","1995"
"805","http://www.wikidata.org/entity/Q2848135","André Lefèvre","1718","1768"
"806","http://www.wikidata.org/entity/Q2848208","André Mabille de Poncheville","1886","1969"
"807","http://www.wikidata.org/entity/Q2848243","André Mareschal","1601","1648"
"808","http://www.wikidata.org/entity/Q2848254","André Martel","1893","1976"
"809","http://www.wikidata.org/entity/Q2848267","André Mary","1879","1962"
"810","http://www.wikidata.org/entity/Q2848293","André Mercier du Rocher","1753","1816"
"811","http://www.wikidata.org/entity/Q2848487","André Prudhommeaux","1902","1968"
"812","http://www.wikidata.org/entity/Q2848545","André Rivoire","1872","1930"
"813","http://www.wikidata.org/entity/Q2848559","André Rolland de Renéville","1903","1962"
"814","http://www.wikidata.org/entity/Q2848604","André Salvet","1918","2006"
"815","http://www.wikidata.org/entity/Q2848638","André Silvaire","1910","2003"
"816","http://www.wikidata.org/entity/Q2848670","André Spire","1868","1966"
"820","http://www.wikidata.org/entity/Q2848849","André de Coutances","1100","1200"
"821","http://www.wikidata.org/entity/Q2848852","André de Guerne","1853","1912"
"822","http://www.wikidata.org/entity/Q2848875","André de Richaud","1907","1968"
"823","http://www.wikidata.org/entity/Q2848894","André du Pré","1580","t207"
"824","http://www.wikidata.org/entity/Q2848959","Andrée Marik","1914","2016"
"825","http://www.wikidata.org/entity/Q2849847","Angèle Vannier","1917","1980"
"826","http://www.wikidata.org/entity/Q2850234","Añjela Duval","1905","1981"
"827","http://www.wikidata.org/entity/Q2850850","Anne-Marie Cazalis","1920","1988"
"828","http://www.wikidata.org/entity/Q2850894","Anna Ropars","1839","1913"
"829","http://www.wikidata.org/entity/Q2850904","Anne-Marie de Beaufort d'Hautpoul","1763","1837"
"830","http://www.wikidata.org/entity/Q2850910","Anne-Marie de Backer","1908","1987"
"831","http://www.wikidata.org/entity/Q2850915","Anne-Mary Gaudin de Lagrange","1902","1943"
"832","http://www.wikidata.org/entity/Q2851232","Anne Picardet","1580","1601"
"833","http://www.wikidata.org/entity/Q2851350","Anne de La Vigne","1634","1684"
"834","http://www.wikidata.org/entity/Q2851371","Anne de Rochechouart de Mortemart","1847","1933"
"835","http://www.wikidata.org/entity/Q2851379","Anne of Rohan","1584","1646"
"836","http://www.wikidata.org/entity/Q2851390","Anne de Marquets","1533","1588"
"837","http://www.wikidata.org/entity/Q2852486","Anselme Mathieu","1828","1895"
"838","http://www.wikidata.org/entity/Q2853515","Antoine-Louis de Chalamont de La Visclède","1692","1760"
"839","http://www.wikidata.org/entity/Q2853596","Antoine Antignac","1770","1823"
"840","http://www.wikidata.org/entity/Q2853659","Antoine Bauderon de Sénecé","1643","1737"
"841","http://www.wikidata.org/entity/Q2853673","Antoine Bertin","1752","1790"
"842","http://www.wikidata.org/entity/Q2853683","Antoine Bigot","1825","1897"
"843","http://www.wikidata.org/entity/Q2853738","Antoine Bruguière de Sorsum","1773","1823"
"844","http://www.wikidata.org/entity/Q2853820","Antoine Corneille","1611","1657"
"845","http://www.wikidata.org/entity/Q2853880","Antoine Dumoulin","1510","1551"
"847","http://www.wikidata.org/entity/Q2853919","Antoine Emaz","1955","2019"
"848","http://www.wikidata.org/entity/Q2853936","Antoine Favre","1557","1624"
"849","http://www.wikidata.org/entity/Q2853942","Antoine Étienne Fontaney","1803","1837"
"850","http://www.wikidata.org/entity/Q2853973","Antoine Garaby de La Luzerne","1617","1679"
"851","http://www.wikidata.org/entity/Q2853994","Antoine Gilbert Griffet de Labaume","1756","1805"
"852","http://www.wikidata.org/entity/Q2854046","Antoine Halley","1593","1675"
"853","http://www.wikidata.org/entity/Q2854087","Antoine Jacquemoud","1806","1887"
"854","http://www.wikidata.org/entity/Q2854136","Antoine-François le Bailly","1756","1832"
"855","http://www.wikidata.org/entity/Q2854140","Antoine Le Métel d'Ouville","1590","1656"
"856","http://www.wikidata.org/entity/Q1450817","François-Auguste Parseval-Grandmaison","1759","1834"
"857","http://www.wikidata.org/entity/Q1450960","François Béroalde de Verville","1556","1626"
"858","http://www.wikidata.org/entity/Q1451022","François Fertiault","1814","1915"
"859","http://www.wikidata.org/entity/Q1451058","François Guyet","1575","1655"
"860","http://www.wikidata.org/entity/Q1451213","François Tristan l'Hermite","1601","1655"
"861","http://www.wikidata.org/entity/Q1471610","Frédéric Plessis","1851","1942"
"862","http://www.wikidata.org/entity/Q1488840","Gabriel-Marie Legouvé","1764","1812"
"863","http://www.wikidata.org/entity/Q1489478","Gabriel Montoya","1868","1914"
"865","http://www.wikidata.org/entity/Q1497792","René Leynaud","1910","1944"
"866","http://www.wikidata.org/entity/Q1508873","Georges Docquois","1863","1927"
"867","http://www.wikidata.org/entity/Q1509108","Georges de Porto-Riche","1849","1930"
"868","http://www.wikidata.org/entity/Q1510346","Gerbert de Montreuil","1300","1300"
"869","http://www.wikidata.org/entity/Q1525031","Charles Ogier","1595","1654"
"870","http://www.wikidata.org/entity/Q1533300","Alfred de Bougy","1814","1871"
"871","http://www.wikidata.org/entity/Q1533349","Nicole Louvier","1933","2003"
"872","http://www.wikidata.org/entity/Q1538693","Goswin de Stassart","1780","1854"
"874","http://www.wikidata.org/entity/Q1553851","Guillaume Amfrye de Chaulieu","1639","1720"
"875","http://www.wikidata.org/entity/Q1556732","Gustave Pradelle","1839","1891"
"876","http://www.wikidata.org/entity/Q1571850","Léon Barracand","1840","1919"
"877","http://www.wikidata.org/entity/Q1580476","Maurice Mac-Nab","1856","1889"
"878","http://www.wikidata.org/entity/Q1592182","Jules Forni","1838","1901"
"879","http://www.wikidata.org/entity/Q1605774","Henri Cottez","1913","1999"
"880","http://www.wikidata.org/entity/Q1605999","Henri Richardot","1845","1927"
"881","http://www.wikidata.org/entity/Q1606056","Henri de Latouche","1785","1851"
"882","http://www.wikidata.org/entity/Q1631980","André Verdet","1913","2004"
"883","http://www.wikidata.org/entity/Q1633343","Hubert Nyssen","1925","2011"
"884","http://www.wikidata.org/entity/Q1639653","Alexandre Piedagnel","1831","1903"
"885","http://www.wikidata.org/entity/Q1640365","Paul René Machin","1918","2003"
"886","http://www.wikidata.org/entity/Q1640529","Lazare de Baïf","1496","1547"
"887","http://www.wikidata.org/entity/Q1643518","Jean Bastier de La Péruse","1529","1554"
"888","http://www.wikidata.org/entity/Q1646841","Camille Bryen","1907","1977"
"889","http://www.wikidata.org/entity/Q1648752","Raïssa Maritain","1883","1960"
"890","http://www.wikidata.org/entity/Q1658333","Ilarie Voronca","1903","1946"
"892","http://www.wikidata.org/entity/Q1662565","Jean-Antoine du Cerceau","1670","1730"
"893","http://www.wikidata.org/entity/Q1664182","Lamine Diakhate","1928","1987"
"894","http://www.wikidata.org/entity/Q1677861","Jacques-François Ancelot","1794","1854"
"895","http://www.wikidata.org/entity/Q1678003","Jacques Grévin","1538","1570"
"896","http://www.wikidata.org/entity/Q1678090","Jacques Rigaut","1898","1929"
"897","http://www.wikidata.org/entity/Q1683172","Max Buchon","1818","1869"
"898","http://www.wikidata.org/entity/Q1684704","Jean-Bernard Mary-Lafon","1810","1884"
"899","http://www.wikidata.org/entity/Q1684760","Jean-Claude Izzo","1945","2000"
"900","http://www.wikidata.org/entity/Q1684952","Abbé Aubert","1731","1814"
"901","http://www.wikidata.org/entity/Q1685196","Jean-Pierre Desthuilliers","1939","2013"
"902","http://www.wikidata.org/entity/Q1685749","Jean Petit","1360","1411"
"903","http://www.wikidata.org/entity/Q1685811","Jean Salmon Macrin","1490","1557"
"904","http://www.wikidata.org/entity/Q1685890","Jean Vauquelin de la Fresnaye","1536","1607"
"905","http://www.wikidata.org/entity/Q1690095","Joachim Gasquet","1873","1921"
"906","http://www.wikidata.org/entity/Q1709755","Josephin Soulary","1815","1891"
"907","http://www.wikidata.org/entity/Q1712278","Julien de Lallande Poydras","1746","1824"
"909","http://www.wikidata.org/entity/Q1719774","Léon Durocher","1862","1918"
"910","http://www.wikidata.org/entity/Q1740388","Louis François Clairville","1811","1879"
"911","http://www.wikidata.org/entity/Q1750410","Maurice Couyba","1866","1931"
"912","http://www.wikidata.org/entity/Q1754241","Nicolas Saboly","1614","1675"
"913","http://www.wikidata.org/entity/Q1757743","Ademar lo Negre","1190","1230"
"914","http://www.wikidata.org/entity/Q1765778","Mélanie Bourotte","1834","1890"
"915","http://www.wikidata.org/entity/Q1769517","Victor Gélu","1806","1885"
"916","http://www.wikidata.org/entity/Q1771493","Albertet de Sestaro","1194","1221"
"917","http://www.wikidata.org/entity/Q1772009","Guiraut de Calanso","1200","1300"
"918","http://www.wikidata.org/entity/Q1774110","Robert de Blois","1300","t212"
"919","http://www.wikidata.org/entity/Q1778163","Arnaut Vidal de Castelnou d'Ari","1300","1305"
"920","http://www.wikidata.org/entity/Q1781083","André Colomer","1886","1931"
"921","http://www.wikidata.org/entity/Q1805768","Loys Masson","1915","1969"
"922","http://www.wikidata.org/entity/Q1808028","Laurence Vail","1891","1968"
"923","http://www.wikidata.org/entity/Q2856606","Antoine Peyrol","1709","1779"
"924","http://www.wikidata.org/entity/Q2856628","Antoine Pomme","1645","t207"
"925","http://www.wikidata.org/entity/Q2856635","Antoine Pol","1888","1971"
"926","http://www.wikidata.org/entity/Q2856819","Antoine Yart","1710","1791"
"927","http://www.wikidata.org/entity/Q2856857","Antoine de la Roche Chandieu","1534","1591"
"928","http://www.wikidata.org/entity/Q2856859","Antoine Cournand","1742","1814"
"929","http://www.wikidata.org/entity/Q2856893","Antoine de Laurès","1708","1779"
"930","http://www.wikidata.org/entity/Q2856970","Antoinette Quarré","1813","1847"
"931","http://www.wikidata.org/entity/Q2857108","Antonin Bideau","1890","1953"
"932","http://www.wikidata.org/entity/Q2857145","Antonin Perbòsc","1861","1944"
"933","http://www.wikidata.org/entity/Q2857526","Antonius Arena","1500","1544"
"937","http://www.wikidata.org/entity/Q2857554","Antony Real","1821","1896"
"938","http://www.wikidata.org/entity/Q2859296","Loeiz ar Floc'h","1867","1936"
"939","http://www.wikidata.org/entity/Q2859996","Arshag Chobanian","1872","1954"
"940","http://www.wikidata.org/entity/Q2861362","Aristide Frémine","1837","1897"
"941","http://www.wikidata.org/entity/Q2861860","Armand Got","1890","1976"
"942","http://www.wikidata.org/entity/Q2861861","Armand Gouffé","1775","1845"
"943","http://www.wikidata.org/entity/Q2861862","Armand Guibert","1906","1990"
"944","http://www.wikidata.org/entity/Q2861897","Armand Lebailly","1838","1864"
"945","http://www.wikidata.org/entity/Q2861943","Armand Praviel","1875","1944"
"946","http://www.wikidata.org/entity/Q2862194","Armen Tarpinian","1923","2015"
"947","http://www.wikidata.org/entity/Q2862197","Shahan Shahnour","1903","1974"
"948","http://www.wikidata.org/entity/Q2863245","Arnaud de Mareuil","1936","2010"
"949","http://www.wikidata.org/entity/Q2863280","Arnauld de Oihenart","1592","1668"
"950","http://www.wikidata.org/entity/Q2863357","Arnold Mandel","1913","1987"
"951","http://www.wikidata.org/entity/Q2864980","Arthur Bagot","1864","1951"
"952","http://www.wikidata.org/entity/Q2870825","Audrey Bernard","1922","1997"
"953","http://www.wikidata.org/entity/Q2870913","Augièr Galhard","1540","1593"
"954","http://www.wikidata.org/entity/Q2871093","Auguste Brunet","1878","1957"
"955","http://www.wikidata.org/entity/Q2871119","Auguste Chastanet","1825","1902"
"956","http://www.wikidata.org/entity/Q2871136","Auguste Creuzé de Lesser","1771","1839"
"962","http://www.wikidata.org/entity/Q2871167","Auguste Dorchain","1857","1930"
"963","http://www.wikidata.org/entity/Q2871172","Auguste Dupouy","1872","1967"
"964","http://www.wikidata.org/entity/Q2871210","Auguste Fourès","1848","1891"
"965","http://www.wikidata.org/entity/Q2871258","Auguste Lamey","1772","1861"
"966","http://www.wikidata.org/entity/Q2871288","Auguste Letenneur","1832","1916"
"967","http://www.wikidata.org/entity/Q2871358","Auguste Pinguet","1863","1947"
"968","http://www.wikidata.org/entity/Q2871388","Auguste Rigaud","1760","1835"
"969","http://www.wikidata.org/entity/Q2871441","Auguste Villeroy","1850","2000"
"970","http://www.wikidata.org/entity/Q2871453","Auguste Vinson","1819","1903"
"971","http://www.wikidata.org/entity/Q2871478","Auguste de Juge","1797","1862"
"972","http://www.wikidata.org/entity/Q2871491","Auguste de Villèle","1858","1943"
"973","http://www.wikidata.org/entity/Q2871556","Augustin Conq","1874","1952"
"974","http://www.wikidata.org/entity/Q2871612","Augustin Louis de Ximénès","1728","1817"
"975","http://www.wikidata.org/entity/Q2871626","Augustin Nadal","1659","1741"
"976","http://www.wikidata.org/entity/Q2872062","Aurélien Scholl","1833","1902"
"977","http://www.wikidata.org/entity/Q2881598","Balthazar Baro","1596","1650"
"978","http://www.wikidata.org/entity/Q2881609","Balthasar Bonnecorse","1631","1706"
"979","http://www.wikidata.org/entity/Q2881613","Balthazar de Vias","1587","1667"
"980","http://www.wikidata.org/entity/Q2884623","Barlière du Lauzon","1855","1937"
"981","http://www.wikidata.org/entity/Q2885973","Barthélemy Imbert","1747","1790"
"982","http://www.wikidata.org/entity/Q2894720","Paule de Viguier","1518","1610"
"983","http://www.wikidata.org/entity/Q2897139","Joseph ben Samuel Bonfils","0980","1050"
"984","http://www.wikidata.org/entity/Q2897770","Bernard Delvaille","1931","2006"
"985","http://www.wikidata.org/entity/Q2897784","Bernard Desmaretz","1945","2006"
"986","http://www.wikidata.org/entity/Q2897785","Bernard Desportes","1948","2018"
"987","http://www.wikidata.org/entity/Q2897803","Bernard Dimey","1931","1981"
"988","http://www.wikidata.org/entity/Q2897828","Bernard Dubourg","1945","1992"
"989","http://www.wikidata.org/entity/Q2898068","Bernard Hreglich","1943","1996"
"990","http://www.wikidata.org/entity/Q2898255","Bernard Lorraine","1933","2002"
"991","http://www.wikidata.org/entity/Q2898286","Bernard Marcotte","1887","1927"
"992","http://www.wikidata.org/entity/Q2898291","Bernat Manciet","1923","2005"
"993","http://www.wikidata.org/entity/Q2898320","Bernard Michel","1919","1992"
"994","http://www.wikidata.org/entity/Q2898472","Bernard Privat","1914","1985"
"995","http://www.wikidata.org/entity/Q2898610","Bernard Sesé","1929","2020"
"996","http://www.wikidata.org/entity/Q2898619","Bernard Simeone","1957","2001"
"997","http://www.wikidata.org/entity/Q2898699","Bernard Vargaftig","1934","2012"
"1001","http://www.wikidata.org/entity/Q2898786","Bernard de Bonnard","1744","1784"
"1002","http://www.wikidata.org/entity/Q2898822","Bernard de la Monnoye","1641","1728"
"1003","http://www.wikidata.org/entity/Q2898827","Bernard de Montaut-Manse","1893","1958"
"1004","http://www.wikidata.org/entity/Q2898873","Bernardin Anquetil","1755","1826"
"1005","http://www.wikidata.org/entity/Q2899244","Bertha Galeron de Calonne","1859","1936"
"1006","http://www.wikidata.org/entity/Q2899414","Bertran de Marselha","1200","1200"
"1007","http://www.wikidata.org/entity/Q2899604","Bertrand Larade","1581","1635"
"1008","http://www.wikidata.org/entity/Q2899703","Bertrand d'Astorg","1913","1988"
"1009","http://www.wikidata.org/entity/Q2906001","Blanche Maynadier","1923","2004"
"1010","http://www.wikidata.org/entity/Q2906385","Jacques Le Maréchal","1878","1945"
"1011","http://www.wikidata.org/entity/Q2906881","Zerachiah ha-Levi of Girona","1130","1186"
"1012","http://www.wikidata.org/entity/Q1840826","Huon de Méry","1200","1250"
"1013","http://www.wikidata.org/entity/Q1849302","Alan Seeger","1888","1916"
"1014","http://www.wikidata.org/entity/Q1852937","Paul Hervieu","1857","1915"
"1015","http://www.wikidata.org/entity/Q1871411","Louis-François Jauffret","1770","1840"
"1016","http://www.wikidata.org/entity/Q1872007","Louis Tiercelin","1846","1915"
"1017","http://www.wikidata.org/entity/Q1872062","Louis de Gramont","1854","1912"
"1019","http://www.wikidata.org/entity/Q1872125","Louisa Siefert","1845","1877"
"1020","http://www.wikidata.org/entity/Q1872437","Fabius de Champville","1865","1946"
"1021","http://www.wikidata.org/entity/Q1874004","Ludovic Janvier","1934","2016"
"1022","http://www.wikidata.org/entity/Q1879387","Léocadie Salaün-Penquer","1817","1889"
"1023","http://www.wikidata.org/entity/Q1879434","Léon Laurent-Pichat","1823","1886"
"1024","http://www.wikidata.org/entity/Q1879464","Léon Valade","1841","1884"
"1026","http://www.wikidata.org/entity/Q1892522","Marc-André Raffalovich","1864","1934"
"1027","http://www.wikidata.org/entity/Q1909428","Mathieu of Boulogne","1260","1320"
"1028","http://www.wikidata.org/entity/Q1911356","Maurice Levaillant","1883","1961"
"1029","http://www.wikidata.org/entity/Q1911436","Maurice Rollinat","1846","1903"
"1030","http://www.wikidata.org/entity/Q1913872","Maxime Alexandre","1899","1976"
"1031","http://www.wikidata.org/entity/Q1936573","Gui d'Ussel","1170","1225"
"1032","http://www.wikidata.org/entity/Q1958154","Amadis Jamyn","1540","1593"
"1033","http://www.wikidata.org/entity/Q1964359","Suzanne Verdier","1745","1813"
"1034","http://www.wikidata.org/entity/Q1974859","Émile Deschamps","1791","1871"
"1036","http://www.wikidata.org/entity/Q1976037","Andrée Brunin","1937","1993"
"1037","http://www.wikidata.org/entity/Q1979740","William the Clerk","1200","1240"
"1038","http://www.wikidata.org/entity/Q1986373","Nicolas-Étienne Framery","1745","1810"
"1039","http://www.wikidata.org/entity/Q1989914","François-Marie Luzel","1821","1895"
"1040","http://www.wikidata.org/entity/Q1996265","Antoine de Paris","1884","1976"
"1041","http://www.wikidata.org/entity/Q2000933","Jacques-Charles Ranchin de Montredon","1668","1736"
"1042","http://www.wikidata.org/entity/Q2006261","William of Tudela","1200","1214"
"1043","http://www.wikidata.org/entity/Q2016772","André Fontainas","1865","1948"
"1044","http://www.wikidata.org/entity/Q2019130","Charles Le Quintrec","1926","2008"
"1045","http://www.wikidata.org/entity/Q2028552","Martial d'Auvergne","1430","1508"
"1046","http://www.wikidata.org/entity/Q2042113","Francis Vielé-Griffin","1864","1937"
"1047","http://www.wikidata.org/entity/Q2047594","Armel Guerne","1911","1980"
"1048","http://www.wikidata.org/entity/Q2058470","Paul Armand Silvestre","1837","1901"
"1049","http://www.wikidata.org/entity/Q2058686","Paul Alexis","1847","1901"
"1053","http://www.wikidata.org/entity/Q2063312","Paul de Choudens","1850","1925"
"1057","http://www.wikidata.org/entity/Q2066224","Théophile Marion Dumersan","1780","1849"
"1058","http://www.wikidata.org/entity/Q2067096","Jean Reboul","1796","1864"
"1059","http://www.wikidata.org/entity/Q2069984","Matthijs de Castelein","1480","1550"
"1063","http://www.wikidata.org/entity/Q2072208","François Guillaume Ducray-Duminil","1761","1819"
"1064","http://www.wikidata.org/entity/Q2077438","Antoine Héroet","1492","1568"
"1065","http://www.wikidata.org/entity/Q2079293","Peter Potemkine","1886","1926"
"1066","http://www.wikidata.org/entity/Q2082446","Martine Broda","1947","2009"
"1067","http://www.wikidata.org/entity/Q2087052","Guillaume de Salluste Du Bartas","1544","1590"
"1068","http://www.wikidata.org/entity/Q2087071","Joseph d'Arbaud","1874","1950"
"1069","http://www.wikidata.org/entity/Q2087784","Philippe de Nanteuil","1210","1258"
"1070","http://www.wikidata.org/entity/Q2088334","Philoxène Boyer","1829","1867"
"1071","http://www.wikidata.org/entity/Q2093044","Pierre-Jacques-René Denne-Baron","1780","1854"
"1072","http://www.wikidata.org/entity/Q2093956","Pierre Villeminot","1913","1945"
"1076","http://www.wikidata.org/entity/Q2094053","Pierre Avity","1573","1635"
"1077","http://www.wikidata.org/entity/Q2097468","Saint-Pol-Roux","1861","1940"
"1078","http://www.wikidata.org/entity/Q2115832","André-Antoine Ravrio","1759","1814"
"1079","http://www.wikidata.org/entity/Q2121130","Simin Palay","1874","1965"
"1080","http://www.wikidata.org/entity/Q2121581","Richard de Fournival","1201","1260"
"1081","http://www.wikidata.org/entity/Q2128339","Mélanie Hahnemann","1800","1878"
"1082","http://www.wikidata.org/entity/Q2134204","Raymond Matzen","1922","2014"
"1083","http://www.wikidata.org/entity/Q2158110","Robert Luzarche","1845","1870"
"1084","http://www.wikidata.org/entity/Q2161372","Rodulfus Tortarius","1063","1114"
"1085","http://www.wikidata.org/entity/Q2161677","Roger Auguste Dumas","1897","1951"
"1086","http://www.wikidata.org/entity/Q2164506","Romain Weingarten","1926","2006"
"1087","http://www.wikidata.org/entity/Q2910951","Boris Gamaleya","1930","2019"
"1088","http://www.wikidata.org/entity/Q2912778","Jean-François Chabrun","1920","1997"
"1089","http://www.wikidata.org/entity/Q2926755","Bruno Durocher","1919","1996"
"1090","http://www.wikidata.org/entity/Q2926757","Bruno Edan","1957","1981"
"1091","http://www.wikidata.org/entity/Q2926891","Brun Mendonca","1953","2011"
"1092","http://www.wikidata.org/entity/Q2927289","Brémonde de Tarascon","1858","1898"
"1093","http://www.wikidata.org/entity/Q2929435","Béatrice Douvre","1967","1994"
"1094","http://www.wikidata.org/entity/Q2934874","Camille Bourniquel","1918","2013"
"1095","http://www.wikidata.org/entity/Q2934906","Camille Delamour","1896","1965"
"1096","http://www.wikidata.org/entity/Q2934939","Camille Gandilhon Gens d'Armes","1871","1948"
"1097","http://www.wikidata.org/entity/Q2934992","Camille Le Mercier d'Erm","1888","1978"
"1098","http://www.wikidata.org/entity/Q2935071","Camille Soula","1888","1963"
"1099","http://www.wikidata.org/entity/Q2939219","Carlo Masoni","1921","2010"
"1100","http://www.wikidata.org/entity/Q2941890","Catherine Des Roches","1542","1587"
"1101","http://www.wikidata.org/entity/Q2942048","Catherine Pozzi","1882","1934"
"1102","http://www.wikidata.org/entity/Q2942125","Catherine de Parthenay","1554","1631"
"1103","http://www.wikidata.org/entity/Q2957906","Charles-Albert Demoustier","1760","1801"
"1107","http://www.wikidata.org/entity/Q2957941","Charles Gonnet","1897","1985"
"1108","http://www.wikidata.org/entity/Q2957993","Charles-Claude Genest","1639","1719"
"1109","http://www.wikidata.org/entity/Q2958024","Charles-Florentin Loriot","1849","1905"
"1110","http://www.wikidata.org/entity/Q2958057","Charles-François Panard","1689","1765"
"1111","http://www.wikidata.org/entity/Q2958162","Charles-Joseph Loeillard d'Avrigny","1760","1823"
"1112","http://www.wikidata.org/entity/Q2958317","Charles-Théophile Féret","1858","1928"
