;lien;nom;naissance;mort;age;prefaces;id_wikidata;idref;memberof_af;reception;subject;ratio_prefaces;bnf;lien_bnf;nb_oeuvres;nb_oeuvres_1940;nb_ouvrages;nb_ouvrages_1940
193;http://www.wikidata.org/entity/Q2861926;Armand Lunel;1892;1977;85;NA;Q2861926;26998025;FALSE;NA;7;NA;11913633d;http://data.bnf.fr/ark:/12148/cb11913633d#about;25;11;38;16
194;http://www.wikidata.org/entity/Q12948848;Philadelphe de Gerde;1871;1952;81;4;Q12948848;30882737;FALSE;NA;7;0.0579710144927536;12220961w;http://data.bnf.fr/ark:/12148/cb12220961w#about;15;13;16;14
195;http://www.wikidata.org/entity/Q971735;Marcel Allain;1885;1969;84;NA;Q971735;26682141;FALSE;NA;7;NA;11888461k;http://data.bnf.fr/ark:/12148/cb11888461k#about;74;38;101;48
196;http://www.wikidata.org/entity/Q273338;Valentine de Saint-Point;1875;1953;78;NA;Q273338;30669014;FALSE;NA;7;NA;12203963w;http://data.bnf.fr/ark:/12148/cb12203963w#about;9;7;10;8
197;http://www.wikidata.org/entity/Q1368557;Vladimir Solomonovich Pozner;1905;1992;87;NA;Q1368557;27081613;FALSE;NA;7;NA;119205192;http://data.bnf.fr/ark:/12148/cb119205192#about;28;10;44;14
198;http://www.wikidata.org/entity/Q980799;Antoine de Lévis Mirepoix;1884;1981;97;NA;Q980799;26988186;FALSE;NA;7;NA;11912827s;http://data.bnf.fr/ark:/12148/cb11912827s#about;54;17;84;23
199;http://www.wikidata.org/entity/Q2386365;Juda Tchernoff;1872;1950;78;NA;Q2386365;32586531;FALSE;NA;7;NA;123588035;http://data.bnf.fr/ark:/12148/cb123588035#about;24;23;26;25
200;http://www.wikidata.org/entity/Q3372390;Paul Voivenel;1880;1975;95;3;Q3372390;27189775;FALSE;NA;6;0.05;11928647h;http://data.bnf.fr/ark:/12148/cb11928647h#about;33;18;38;20
201;http://www.wikidata.org/entity/Q541308;Georges Lecomte;1867;1958;91;22;Q541308;50631659;TRUE;1924;6;0.301369863013699;12728225w;http://data.bnf.fr/ark:/12148/cb12728225w#about;108;79;128;97
202;http://www.wikidata.org/entity/Q3420837;Raymond Escholier;1882;1971;89;8;Q3420837;03349651X;FALSE;NA;6;0.137931034482759;124357404;http://data.bnf.fr/ark:/12148/cb124357404#about;73;54;114;84
203;http://www.wikidata.org/entity/Q3103347;Georges Pillement;1898;1984;86;1;Q3103347;31849830;FALSE;NA;6;0.0238095238095238;12298854q;http://data.bnf.fr/ark:/12148/cb12298854q#about;75;16;104;19
204;http://www.wikidata.org/entity/Q15407608;Louis Perceau;1883;1942;59;6;Q15407608;29416914;FALSE;NA;6;0.105263157894737;121049211;http://data.bnf.fr/ark:/12148/cb121049211#about;23;13;29;16
205;http://www.wikidata.org/entity/Q2848983;Andrée Viollis;1870;1950;80;NA;Q2848983;33580952;FALSE;NA;6;NA;127320520;http://data.bnf.fr/ark:/12148/cb127320520#about;22;17;30;24
206;http://www.wikidata.org/entity/Q3300796;Maurice Fombeure;1906;1981;75;1;Q3300796;02686813X;FALSE;NA;6;0.0294117647058824;119030237;http://data.bnf.fr/ark:/12148/cb119030237#about;37;8;52;11
207;http://www.wikidata.org/entity/Q3455763;Régis Messac;1893;1945;52;NA;Q3455763;28339207;FALSE;NA;6;NA;120194943;http://data.bnf.fr/ark:/12148/cb120194943#about;23;7;35;10
208;http://www.wikidata.org/entity/Q2848875;André de Richaud;1907;1968;61;NA;Q2848875;27099199;FALSE;NA;6;NA;11921888z;http://data.bnf.fr/ark:/12148/cb11921888z#about;23;11;55;12
209;http://www.wikidata.org/entity/Q3300600;Maurice Constantin-Weyer;1881;1964;83;5;Q3300600;26797712;FALSE;NA;6;0.0847457627118644;118975536;http://data.bnf.fr/ark:/12148/cb118975536#about;46;28;87;51
210;http://www.wikidata.org/entity/Q3271219;Léon Moussinac;1890;1964;74;1;Q3271219;27041336;FALSE;NA;6;0.02;11917114q;http://data.bnf.fr/ark:/12148/cb11917114q#about;33;22;42;26
211;http://www.wikidata.org/entity/Q3262108;Louis Guillaume;1907;1971;64;1;Q3262108;26908638;FALSE;NA;6;0.0303030303030303;119063542;http://data.bnf.fr/ark:/12148/cb119063542#about;41;7;45;7
212;http://www.wikidata.org/entity/Q15041263;André Wurmser;1899;1984;85;NA;Q15041263;27200310;FALSE;NA;6;NA;119294414;http://data.bnf.fr/ark:/12148/cb119294414#about;29;5;41;6
213;http://www.wikidata.org/entity/Q458721;Georges Hugnet;1906;1974;68;2;Q458721;26927543;FALSE;NA;6;0.0588235294117647;11907960w;http://data.bnf.fr/ark:/12148/cb11907960w#about;31;9;41;12
214;http://www.wikidata.org/entity/Q610261;Félix Bertaux;1881;1948;67;7;Q610261;26723700;FALSE;NA;6;0.11864406779661;11891637s;http://data.bnf.fr/ark:/12148/cb11891637s#about;31;18;49;24
215;http://www.wikidata.org/entity/Q3385966;Pierre Lhande;1877;1957;80;10;Q3385966;26989174;FALSE;NA;6;0.158730158730159;126210124;http://data.bnf.fr/ark:/12148/cb126210124#about;52;49;58;52
216;http://www.wikidata.org/entity/Q2446531;Pierre Francastel;1900;1970;70;2;Q2446531;26872161;FALSE;NA;6;0.05;119033639;http://data.bnf.fr/ark:/12148/cb119033639#about;29;7;42;9
217;http://www.wikidata.org/entity/Q3132189;Henri Zislin;1875;1958;83;NA;Q3132189;88214346;FALSE;NA;6;NA;135078052;http://data.bnf.fr/ark:/12148/cb135078052#about;7;6;10;8
218;http://www.wikidata.org/entity/Q3175632;Jean Pange;1881;1957;76;NA;Q3175632;27056899;FALSE;NA;6;NA;11918515d;http://data.bnf.fr/ark:/12148/cb11918515d#about;29;17;35;20
219;http://www.wikidata.org/entity/Q646689;Maurice Magre;1877;1941;64;4;Q646689;27001679;FALSE;NA;5;0.0634920634920635;11913919p;http://data.bnf.fr/ark:/12148/cb11913919p#about;7;6;9;8
220;http://www.wikidata.org/entity/Q3174476;Jean Royère;1871;1956;85;8;Q3174476;90490088;FALSE;NA;5;0.115942028985507;121395463;http://data.bnf.fr/ark:/12148/cb121395463#about;37;33;39;35
221;http://www.wikidata.org/entity/Q586479;Louis Madelin;1871;1956;85;28;Q586479;27000834;TRUE;1927;5;0.405797101449275;119138480;http://data.bnf.fr/ark:/12148/cb119138480#about;7;7;8;7
222;http://www.wikidata.org/entity/Q3141758;René Benjamin;1885;1948;63;2;Q3141758;28466594;FALSE;NA;5;0.0363636363636364;12029690g;http://data.bnf.fr/ark:/12148/cb12029690g#about;84;61;147;98
223;http://www.wikidata.org/entity/Q145370;Francis Ambrière;1907;1998;91;NA;Q145370;26684152;FALSE;NA;5;NA;11888636x;http://data.bnf.fr/ark:/12148/cb11888636x#about;16;7;26;7
224;http://www.wikidata.org/entity/Q566346;Bernard Faÿ;1893;1978;85;4;Q566346;02686021X;FALSE;NA;5;0.0851063829787234;11902431q;http://data.bnf.fr/ark:/12148/cb11902431q#about;40;17;54;23
225;http://www.wikidata.org/entity/Q503758;André Chaumeix;1874;1955;81;4;Q503758;32905866;TRUE;1930;5;0.0606060606060606;123845092;http://data.bnf.fr/ark:/12148/cb123845092#about;30;22;32;24
226;http://www.wikidata.org/entity/Q3559764;Vincent Muselli;1879;1956;77;NA;Q3559764;30407370;FALSE;NA;5;NA;121827340;http://data.bnf.fr/ark:/12148/cb121827340#about;20;10;21;11
227;http://www.wikidata.org/entity/Q3387339;Pierre Véry;1900;1960;60;1;Q3387339;27182606;FALSE;NA;5;0.025;119280873;http://data.bnf.fr/ark:/12148/cb119280873#about;41;19;107;20
228;http://www.wikidata.org/entity/Q3262686;Louis Mercier;1870;1951;81;3;Q3262686;32854579;FALSE;NA;5;0.0428571428571429;12380375b;http://data.bnf.fr/ark:/12148/cb12380375b#about;35;25;51;31
229;http://www.wikidata.org/entity/Q3172208;Jean Galtier-Boissière;1891;1966;75;3;Q3172208;26880148;FALSE;NA;5;0.0612244897959184;11904000t;http://data.bnf.fr/ark:/12148/cb11904000t#about;37;13;63;18
230;http://www.wikidata.org/entity/Q15078919;Mathilde Pomès;1886;1977;91;NA;Q15078919;30036186;FALSE;NA;5;NA;12153415h;http://data.bnf.fr/ark:/12148/cb12153415h#about;14;6;16;7
231;http://www.wikidata.org/entity/Q28869851;Marie Dormoy;1886;1974;88;NA;Q28869851;32849494;FALSE;NA;5;NA;123799300;http://data.bnf.fr/ark:/12148/cb123799300#about;17;10;20;12
232;http://www.wikidata.org/entity/Q1285511;Louis Parrot;1906;1948;42;NA;Q1285511;50584421;FALSE;NA;5;NA;11918664w;http://data.bnf.fr/ark:/12148/cb11918664w#about;18;4;29;6
233;http://www.wikidata.org/entity/Q1648745;Maurice Raynal;1884;1954;70;2;Q1648745;58922997;FALSE;NA;5;0.0357142857142857;12690022n;http://data.bnf.fr/ark:/12148/cb12690022n#about;22;12;25;12
234;http://www.wikidata.org/entity/Q165910;Pierre Dac;1893;1975;82;NA;Q165910;26808609;FALSE;NA;5;NA;118983965;http://data.bnf.fr/ark:/12148/cb118983965#about;31;7;55;7
235;http://www.wikidata.org/entity/Q2831690;Albert t'Serstevens;1885;1974;89;5;Q2831690;53442105;FALSE;NA;5;0.0909090909090909;11925878m;http://data.bnf.fr/ark:/12148/cb11925878m#about;58;22;93;28
236;http://www.wikidata.org/entity/Q2092984;Pierre-Barthélemy Gheusi;1865;1943;78;2;Q2092984;73694967;FALSE;NA;5;0.0266666666666667;12937587k;http://data.bnf.fr/ark:/12148/cb12937587k#about;85;73;104;87
237;http://www.wikidata.org/entity/Q2847306;André Billy;1882;1971;89;5;Q2847306;26728990;FALSE;NA;4;0.0862068965517241;11892068n;http://data.bnf.fr/ark:/12148/cb11892068n#about;62;22;82;26
238;http://www.wikidata.org/entity/Q3089964;Frédéric Lefèvre;1889;1949;60;1;Q3089964;30150868;FALSE;NA;4;0.0196078431372549;121624411;http://data.bnf.fr/ark:/12148/cb121624411#about;40;28;55;32
239;http://www.wikidata.org/entity/Q1085320;Maurice Rostand;1891;1968;77;1;Q1085320;33166935;FALSE;NA;4;0.0204081632653061;12406114j;http://data.bnf.fr/ark:/12148/cb12406114j#about;52;39;87;66
240;http://www.wikidata.org/entity/Q3384777;Pierre Dominique;1889;1973;84;1;Q3384777;26834405;FALSE;NA;4;0.0196078431372549;11900367z;http://data.bnf.fr/ark:/12148/cb11900367z#about;55;27;67;32
241;http://www.wikidata.org/entity/Q3379532;Philippe Chabaneix;1898;1982;84;NA;Q3379532;02677514X;FALSE;NA;4;NA;118958061;http://data.bnf.fr/ark:/12148/cb118958061#about;22;15;22;15
242;http://www.wikidata.org/entity/Q3384095;Pierre Bost;1901;1975;74;NA;Q3384095;29021812;FALSE;NA;4;NA;12073499m;http://data.bnf.fr/ark:/12148/cb12073499m#about;31;22;42;29
243;http://www.wikidata.org/entity/Q3087522;Roger Vercel;1894;1957;63;1;Q3087522;02718031X;FALSE;NA;4;0.0217391304347826;119279086;http://data.bnf.fr/ark:/12148/cb119279086#about;56;13;109;16
244;http://www.wikidata.org/entity/Q15970679;Louis de Gonzague-Frick;1883;1958;75;1;Q15970679;67051367;FALSE;NA;4;0.0175438596491228;12918659f;http://data.bnf.fr/ark:/12148/cb12918659f#about;12;7;12;7
245;http://www.wikidata.org/entity/Q3383636;Pierre Abraham;1892;1974;82;NA;Q3383636;26647834;FALSE;NA;4;NA;11885563t;http://data.bnf.fr/ark:/12148/cb11885563t#about;19;13;25;16
246;http://www.wikidata.org/entity/Q1063803;Charles Braibant;1889;1976;87;1;Q1063803;34837604;FALSE;NA;4;0.0196078431372549;12554795r;http://data.bnf.fr/ark:/12148/cb12554795r#about;30;12;45;16
247;http://www.wikidata.org/entity/Q3142621;Hugues Lapaire;1869;1967;98;2;Q3142621;35652748;FALSE;NA;4;0.028169014084507;13486526f;http://data.bnf.fr/ark:/12148/cb13486526f#about;79;58;95;65
248;http://www.wikidata.org/entity/Q740850;Ernest Pérochon;1885;1942;57;2;Q740850;27065685;FALSE;NA;4;0.0363636363636364;11919182p;http://data.bnf.fr/ark:/12148/cb11919182p#about;34;24;89;48
249;http://www.wikidata.org/entity/Q1360589;Georges Lakhovsky;1870;1942;72;1;Q1360589;77812727;FALSE;NA;4;0.0142857142857143;12617789w;http://data.bnf.fr/ark:/12148/cb12617789w#about;25;20;30;24
250;http://www.wikidata.org/entity/Q3261452;Louis Chaigne;1899;1973;74;NA;Q3261452;35647744;FALSE;NA;4;NA;134862405;http://data.bnf.fr/ark:/12148/cb134862405#about;47;13;79;17
251;http://www.wikidata.org/entity/Q3370495;Paul Archambault;1883;1950;67;1;Q3370495;26689553;FALSE;NA;4;0.0175438596491228;118890386;http://data.bnf.fr/ark:/12148/cb118890386#about;41;29;48;35
252;http://www.wikidata.org/entity/Q6152897;Lucien Maury;1872;1953;81;26;Q6152897;32117671;FALSE;NA;4;0.382352941176471;123209496;http://data.bnf.fr/ark:/12148/cb123209496#about;28;22;34;26
