;lien;nom;naissance;mort;age;prefaces;id_wikidata;idref;memberof_af;reception;subject;ratio_prefaces;bnf;lien_bnf;nb_oeuvres;nb_oeuvres_1940;nb_ouvrages;nb_ouvrages_1940
63;http://www.wikidata.org/entity/Q356537;Joseph Kessel;1898;1979;81;5;Q356537;26948540;FALSE;NA;53;0.119047619047619;13091504f;http://data.bnf.fr/ark:/12148/cb13091504f#about;66;34;182;49
64;http://www.wikidata.org/entity/Q551550;Jean de La Varende;1887;1959;72;2;Q551550;26956802;FALSE;NA;53;0.0377358490566038;11910333v;http://data.bnf.fr/ark:/12148/cb11910333v#about;135;13;265;20
65;http://www.wikidata.org/entity/Q949281;Jean-Richard Bloch;1884;1947;63;2;Q949281;26732947;FALSE;NA;51;0.0357142857142857;11892378s;http://data.bnf.fr/ark:/12148/cb11892378s#about;36;26;74;52
66;http://www.wikidata.org/entity/Q518748;Jean Guéhenno;1890;1978;88;2;Q518748;26905949;FALSE;NA;50;0.04;11906130h;http://data.bnf.fr/ark:/12148/cb11906130h#about;34;8;57;12
67;http://www.wikidata.org/entity/Q3184834;Joseph Delteil;1894;1978;84;1;Q3184834;26822415;FALSE;NA;50;0.0217391304347826;13091411f;http://data.bnf.fr/ark:/12148/cb13091411f#about;39;22;60;27
68;http://www.wikidata.org/entity/Q274344;Édouard Herriot;1872;1957;85;83;Q274344;33451869;FALSE;NA;49;1.22058823529412;12431583w;http://data.bnf.fr/ark:/12148/cb12431583w#about;115;82;154;106
69;http://www.wikidata.org/entity/Q711903;Albert Gleizes;1881;1953;72;NA;Q711903;26894327;FALSE;NA;49;NA;119051726;http://data.bnf.fr/ark:/12148/cb119051726#about;14;8;22;12
70;http://www.wikidata.org/entity/Q546952;Pierre Mac Orlan;1882;1970;88;16;Q546952;27446506;FALSE;NA;48;0.275862068965517;118868438;http://data.bnf.fr/ark:/12148/cb118868438#about;183;98;350;134
71;http://www.wikidata.org/entity/Q3172046;Jean Follain;1903;1971;68;NA;Q3172046;26867990;FALSE;NA;45;NA;119030117;http://data.bnf.fr/ark:/12148/cb119030117#about;44;6;62;7
72;http://www.wikidata.org/entity/Q284769;Benjamin Péret;1899;1959;60;NA;Q284769;27064824;FALSE;NA;45;NA;11919121g;http://data.bnf.fr/ark:/12148/cb11919121g#about;46;17;67;22
73;http://www.wikidata.org/entity/Q92562;Léon Daudet;1867;1942;75;16;Q92562;26812711;FALSE;NA;44;0.219178082191781;11898724d;http://data.bnf.fr/ark:/12148/cb11898724d#about;8;6;19;17
74;http://www.wikidata.org/entity/Q551767;Pierre Benoît;1886;1962;76;8;Q551767;27684776;TRUE;1931;44;0.148148148148148;12004594z;http://data.bnf.fr/ark:/12148/cb12004594z#about;46;25;106;44
75;http://www.wikidata.org/entity/Q456968;Jean Epstein;1897;1953;56;NA;Q456968;26851946;FALSE;NA;43;NA;13511300q;http://data.bnf.fr/ark:/12148/cb13511300q#about;15;11;25;17
76;http://www.wikidata.org/entity/Q599801;Léon-Paul Fargue;1876;1947;71;4;Q599801;27685829;FALSE;NA;41;0.0625;11902269v;http://data.bnf.fr/ark:/12148/cb11902269v#about;15;5;25;9
77;http://www.wikidata.org/entity/Q965990;Jean Cassou;1897;1986;89;21;Q965990;26771047;FALSE;NA;38;0.488372093023256;118954554;http://data.bnf.fr/ark:/12148/cb118954554#about;99;33;147;51
78;http://www.wikidata.org/entity/Q25320;Paul Langevin;1872;1946;74;15;Q25320;31630510;FALSE;NA;38;0.220588235294118;122809107;http://data.bnf.fr/ark:/12148/cb122809107#about;24;18;37;29
79;http://www.wikidata.org/entity/Q548860;Michel Seuphor;1901;1999;98;NA;Q548860;02713394X;FALSE;NA;36;NA;11924555w;http://data.bnf.fr/ark:/12148/cb11924555w#about;97;10;109;12
80;http://www.wikidata.org/entity/Q287953;Jean Rostand;1894;1977;83;3;Q287953;27109887;FALSE;NA;35;0.0652173913043478;119226890;http://data.bnf.fr/ark:/12148/cb119226890#about;88;27;139;38
81;http://www.wikidata.org/entity/Q951066;Léon Brunschvicg;1869;1944;75;13;Q951066;26757400;FALSE;NA;35;0.183098591549296;13091373q;http://data.bnf.fr/ark:/12148/cb13091373q#about;39;28;59;35
82;http://www.wikidata.org/entity/Q360420;Serge Lifar;1905;1986;81;1;Q360420;26990199;FALSE;NA;33;0.0285714285714286;11913014g;http://data.bnf.fr/ark:/12148/cb11913014g#about;57;12;79;13
83;http://www.wikidata.org/entity/Q1132720;Gaston Baty;1885;1952;67;NA;Q1132720;26709368;FALSE;NA;32;NA;11890563t;http://data.bnf.fr/ark:/12148/cb11890563t#about;25;11;41;17
84;http://www.wikidata.org/entity/Q517743;André Chamson;1900;1983;83;NA;Q517743;26777541;FALSE;NA;32;NA;11896001b;http://data.bnf.fr/ark:/12148/cb11896001b#about;61;17;103;31
85;http://www.wikidata.org/entity/Q699397;Jean Cayrol;1911;2005;94;NA;Q699397;26773384;FALSE;NA;32;NA;11895650z;http://data.bnf.fr/ark:/12148/cb11895650z#about;48;5;68;6
86;http://www.wikidata.org/entity/Q2558435;Henry Bordeaux;1870;1963;93;56;Q2558435;26739399;TRUE;1919;31;0.8;11892936h;http://data.bnf.fr/ark:/12148/cb11892936h#about;29;20;42;31
87;http://www.wikidata.org/entity/Q3369064;Patrice de La Tour du Pin;1911;1975;64;NA;Q3369064;26661098;FALSE;NA;31;NA;11886729f;http://data.bnf.fr/ark:/12148/cb11886729f#about;24;5;38;7
88;http://www.wikidata.org/entity/Q666551;Alfred Baudrillart;1859;1942;83;133;Q666551;29752604;TRUE;1918;30;1.64197530864198;121308651;http://data.bnf.fr/ark:/12148/cb121308651#about;13;12;24;23
89;http://www.wikidata.org/entity/Q577548;Jean Prévost;1901;1944;43;3;Q577548;27082601;FALSE;NA;29;0.0769230769230769;119206138;http://data.bnf.fr/ark:/12148/cb119206138#about;40;27;70;36
90;http://www.wikidata.org/entity/Q59076;Marcel Arland;1899;1986;87;1;Q59076;26690349;FALSE;NA;29;0.024390243902439;118890920;http://data.bnf.fr/ark:/12148/cb118890920#about;53;17;93;23
91;http://www.wikidata.org/entity/Q699401;Jacques Chardonne;1884;1968;84;NA;Q699401;26652277;FALSE;NA;29;NA;118859706;http://data.bnf.fr/ark:/12148/cb118859706#about;34;12;108;28
92;http://www.wikidata.org/entity/Q867202;Armand Salacrou;1899;1989;90;NA;Q867202;27119467;FALSE;NA;28;NA;119234332;http://data.bnf.fr/ark:/12148/cb119234332#about;39;12;52;12
93;http://www.wikidata.org/entity/Q314498;Konstantin Balmont;1867;1942;75;2;Q314498;64815862;FALSE;NA;25;0.0273972602739726;12163571g;http://data.bnf.fr/ark:/12148/cb12163571g#about;5;4;9;6
94;http://www.wikidata.org/entity/Q115472;Princess Marie Bonaparte;1882;1962;80;1;Q115472;26737078;FALSE;NA;23;0.0172413793103448;118927108;http://data.bnf.fr/ark:/12148/cb118927108#about;29;11;37;12
95;http://www.wikidata.org/entity/Q510114;Francis Carco;1886;1958;72;8;Q510114;26651483;FALSE;NA;22;0.148148148148148;11885901c;http://data.bnf.fr/ark:/12148/cb11885901c#about;130;96;262;156
96;http://www.wikidata.org/entity/Q1338209;Emmanuel Bove;1898;1945;47;NA;Q1338209;02674824X;FALSE;NA;22;NA;13091366f;http://data.bnf.fr/ark:/12148/cb13091366f#about;35;25;93;39
97;http://www.wikidata.org/entity/Q683230;Thierry Maulnier;1909;1988;79;1;Q683230;27018393;FALSE;NA;22;0.032258064516129;119152197;http://data.bnf.fr/ark:/12148/cb119152197#about;43;9;61;16
98;http://www.wikidata.org/entity/Q508473;Maurice Sachs;1906;1945;39;NA;Q508473;27116751;FALSE;NA;22;NA;13091646n;http://data.bnf.fr/ark:/12148/cb13091646n#about;16;6;32;6
99;http://www.wikidata.org/entity/Q3588553;Emile Guillaumin;1873;1951;78;2;Q3588553;26908832;FALSE;NA;21;0.0298507462686567;119063709;http://data.bnf.fr/ark:/12148/cb119063709#about;4;3;16;7
100;http://www.wikidata.org/entity/Q725605;Marcel Brion;1895;1984;89;NA;Q725605;26753227;FALSE;NA;20;NA;11894054f;http://data.bnf.fr/ark:/12148/cb11894054f#about;96;18;166;23
101;http://www.wikidata.org/entity/Q537014;Jacques de Lacretelle;1888;1985;97;6;Q537014;26959062;TRUE;1936;20;0.115384615384615;11910530c;http://data.bnf.fr/ark:/12148/cb11910530c#about;65;29;113;58
102;http://www.wikidata.org/entity/Q3057186;Ernest Seillière;1866;1955;89;5;Q3057186;33793115;FALSE;NA;20;0.0675675675675676;12461986n;http://data.bnf.fr/ark:/12148/cb12461986n#about;92;76;103;85
103;http://www.wikidata.org/entity/Q809732;Roger Vitrac;1899;1952;53;NA;Q809732;27188566;FALSE;NA;20;NA;119285655;http://data.bnf.fr/ark:/12148/cb119285655#about;15;8;26;11
104;http://www.wikidata.org/entity/Q828641;Bertrand de Jouvenel;1903;1987;84;NA;Q828641;26942011;FALSE;NA;19;NA;11909141w;http://data.bnf.fr/ark:/12148/cb11909141w#about;34;9;51;11
105;http://www.wikidata.org/entity/Q1393036;Roland Dorgelès;1885;1973;88;7;Q1393036;26835231;FALSE;NA;18;0.127272727272727;11900436z;http://data.bnf.fr/ark:/12148/cb11900436z#about;47;23;99;39
106;http://www.wikidata.org/entity/Q733197;René Huyghe;1906;1997;91;8;Q733197;26929325;FALSE;NA;18;0.235294117647059;119081153;http://data.bnf.fr/ark:/12148/cb119081153#about;78;14;88;16
107;http://www.wikidata.org/entity/Q465156;Daniel Guérin;1904;1988;84;NA;Q465156;26906384;FALSE;NA;18;NA;11906166h;http://data.bnf.fr/ark:/12148/cb11906166h#about;68;7;80;8
108;http://www.wikidata.org/entity/Q1605686;Henri-Pierre Roché;1879;1959;80;NA;Q1605686;30117801;FALSE;NA;18;NA;119222965;http://data.bnf.fr/ark:/12148/cb119222965#about;8;4;19;7
109;http://www.wikidata.org/entity/Q379949;Tristan Bernard;1866;1947;81;13;Q379949;26722445;FALSE;NA;17;0.175675675675676;11891535t;http://data.bnf.fr/ark:/12148/cb11891535t#about;16;13;17;14
110;http://www.wikidata.org/entity/Q3184426;Joseph-Sébastien Pons;1886;1962;76;4;Q3184426;28632915;FALSE;NA;17;0.0740740740740741;12039873n;http://data.bnf.fr/ark:/12148/cb12039873n#about;17;7;19;8
111;http://www.wikidata.org/entity/Q2706190;Raoul Follereau;1903;1977;74;2;Q2706190;26868008;FALSE;NA;17;0.0540540540540541;11903012k;http://data.bnf.fr/ark:/12148/cb11903012k#about;24;8;32;9
112;http://www.wikidata.org/entity/Q3288750;Marcel Béalu;1908;1993;85;NA;Q3288750;26711672;FALSE;NA;17;NA;11890743r;http://data.bnf.fr/ark:/12148/cb11890743r#about;44;6;60;7
113;http://www.wikidata.org/entity/Q968716;Roparz Hemon;1900;1978;78;NA;Q968716;26918528;FALSE;NA;17;NA;11907213f;http://data.bnf.fr/ark:/12148/cb11907213f#about;45;8;68;9
114;http://www.wikidata.org/entity/Q517508;François Albert-Buisson;1881;1961;80;5;Q517508;33973490;FALSE;NA;17;0.0847457627118644;12477608p;http://data.bnf.fr/ark:/12148/cb12477608p#about;23;12;26;12
115;http://www.wikidata.org/entity/Q3093739;Gabriel Faure;1877;1962;85;1;Q3093739;29472342;FALSE;NA;16;0.0158730158730159;121092788;http://data.bnf.fr/ark:/12148/cb121092788#about;6;6;8;8
116;http://www.wikidata.org/entity/Q3087923;Tristan Derème;1889;1941;52;5;Q3087923;28276736;FALSE;NA;16;0.0980392156862745;120146050;http://data.bnf.fr/ark:/12148/cb120146050#about;56;47;77;62
117;http://www.wikidata.org/entity/Q522679;André Salmon;1881;1969;88;5;Q522679;27120309;FALSE;NA;16;0.0847457627118644;11923498n;http://data.bnf.fr/ark:/12148/cb11923498n#about;92;67;131;81
118;http://www.wikidata.org/entity/Q373251;Alphonse de Châteaubriant;1877;1951;74;3;Q373251;26782030;FALSE;NA;16;0.0476190476190476;13091385q;http://data.bnf.fr/ark:/12148/cb13091385q#about;41;24;86;42
119;http://www.wikidata.org/entity/Q544531;Germain Bazin;1901;1990;89;NA;Q544531;26711486;FALSE;NA;16;NA;11890728v;http://data.bnf.fr/ark:/12148/cb11890728v#about;77;12;94;12
120;http://www.wikidata.org/entity/Q561724;Paul Fort;1872;1960;88;9;Q561724;26869810;FALSE;NA;15;0.132352941176471;11903157t;http://data.bnf.fr/ark:/12148/cb11903157t#about;18;13;20;13
121;http://www.wikidata.org/entity/Q640352;Henri Béraud;1885;1958;73;3;Q640352;26719592;FALSE;NA;15;0.0545454545454545;11891330j;http://data.bnf.fr/ark:/12148/cb11891330j#about;50;40;87;53
122;http://www.wikidata.org/entity/Q706785;Edmond Jaloux;1878;1949;71;35;Q706785;26934493;TRUE;1936;14;0.564516129032258;11908532s;http://data.bnf.fr/ark:/12148/cb11908532s#about;12;8;12;8
123;http://www.wikidata.org/entity/Q998913;Maurice Garçon;1889;1967;78;6;Q998913;34458115;FALSE;NA;14;0.117647058823529;12521234t;http://data.bnf.fr/ark:/12148/cb12521234t#about;65;25;91;31
124;http://www.wikidata.org/entity/Q314990;Marcel Achard;1899;1974;75;NA;Q314990;27210014;FALSE;NA;14;NA;11930175n;http://data.bnf.fr/ark:/12148/cb11930175n#about;50;13;74;14
125;http://www.wikidata.org/entity/Q648241;Maxence Van Der Meersch;1907;1951;44;1;Q648241;27175995;FALSE;NA;14;0.0303030303030303;119275757;http://data.bnf.fr/ark:/12148/cb119275757#about;36;6;112;8
126;http://www.wikidata.org/entity/Q686138;Alfred Fabre-Luce;1899;1983;84;NA;Q686138;02665556X;FALSE;NA;14;NA;118862637;http://data.bnf.fr/ark:/12148/cb118862637#about;78;18;98;21
127;http://www.wikidata.org/entity/Q982019;Gilbert Lely;1904;1985;81;NA;Q982019;02698167X;FALSE;NA;14;NA;11912318f;http://data.bnf.fr/ark:/12148/cb11912318f#about;19;9;32;11
128;http://www.wikidata.org/entity/Q3385446;Pierre Herbart;1903;1974;71;NA;Q3385446;33052034;FALSE;NA;14;NA;13163572z;http://data.bnf.fr/ark:/12148/cb13163572z#about;14;4;33;7
129;http://www.wikidata.org/entity/Q260458;Marc Boegner;1881;1970;89;5;Q260458;28871618;FALSE;NA;14;0.0847457627118644;11892521c;http://data.bnf.fr/ark:/12148/cb11892521c#about;33;12;33;12
130;http://www.wikidata.org/entity/Q2341186;Claude Farrère;1876;1957;81;34;Q2341186;26655667;TRUE;1935;13;0.53125;118862726;http://data.bnf.fr/ark:/12148/cb118862726#about;18;13;24;18
131;http://www.wikidata.org/entity/Q3569554;Wladimir d'Ormesson;1888;1973;85;7;Q3569554;27053652;FALSE;NA;13;0.134615384615385;130915889;http://data.bnf.fr/ark:/12148/cb130915889#about;47;22;52;25
132;http://www.wikidata.org/entity/Q12353689;Paul Vigné d'Octon;1859;1943;84;3;Q12353689;32784767;FALSE;NA;13;0.037037037037037;12374653m;http://data.bnf.fr/ark:/12148/cb12374653m#about;43;41;57;54
133;http://www.wikidata.org/entity/Q1393354;Georges Ribemont-Dessaignes;1884;1974;90;2;Q1393354;26669196;FALSE;NA;13;0.0357142857142857;118873852;http://data.bnf.fr/ark:/12148/cb118873852#about;38;12;57;17
134;http://www.wikidata.org/entity/Q679016;Henri Decoin;1890;1969;79;NA;Q679016;15085174X;FALSE;NA;13;NA;121303331;http://data.bnf.fr/ark:/12148/cb121303331#about;8;5;9;6
135;http://www.wikidata.org/entity/Q3265472;Lucien Descaves;1861;1949;88;39;Q3265472;26826577;FALSE;NA;12;0.493670886075949;11899778k;http://data.bnf.fr/ark:/12148/cb11899778k#about;15;12;23;15
136;http://www.wikidata.org/entity/Q945057;Henri Lavedan;1859;1940;81;19;Q945057;34039600;TRUE;1898;12;0.234567901234568;124836125;http://data.bnf.fr/ark:/12148/cb124836125#about;133;124;199;176
137;http://www.wikidata.org/entity/Q3132362;Henri de Rothschild;1872;1947;75;NA;Q3132362;30095999;FALSE;NA;12;NA;121580713;http://data.bnf.fr/ark:/12148/cb121580713#about;98;90;114;106
138;http://www.wikidata.org/entity/Q3496669;Stanislas Fumet;1896;1983;87;NA;Q3496669;26876795;FALSE;NA;12;NA;11903737v;http://data.bnf.fr/ark:/12148/cb11903737v#about;34;9;40;11
139;http://www.wikidata.org/entity/Q3435200;Robert Garric;1896;1967;71;2;Q3435200;30265932;FALSE;NA;12;0.0454545454545455;12171867s;http://data.bnf.fr/ark:/12148/cb12171867s#about;13;8;15;9
140;http://www.wikidata.org/entity/Q71447;Claire Goll;1890;1977;87;NA;Q71447;02689632X;FALSE;NA;12;NA;119053377;http://data.bnf.fr/ark:/12148/cb119053377#about;40;9;44;10
141;http://www.wikidata.org/entity/Q1913872;Maxime Alexandre;1899;1976;77;NA;Q1913872;02668151X;FALSE;NA;12;NA;11888400c;http://data.bnf.fr/ark:/12148/cb11888400c#about;20;6;24;7
142;http://www.wikidata.org/entity/Q662931;Camille Mauclair;1872;1945;73;21;Q662931;27018008;FALSE;NA;11;0.308823529411765;11915191p;http://data.bnf.fr/ark:/12148/cb11915191p#about;13;11;13;11
143;http://www.wikidata.org/entity/Q318440;Abel Hermant;1861;1950;89;3;Q318440;29236592;TRUE;1927;11;0.0379746835443038;120904879;http://data.bnf.fr/ark:/12148/cb120904879#about;21;20;24;22
144;http://www.wikidata.org/entity/Q2616465;Victor Margueritte;1866;1942;76;25;Q2616465;27009246;FALSE;NA;11;0.337837837837838;11914524d;http://data.bnf.fr/ark:/12148/cb11914524d#about;5;5;23;14
145;http://www.wikidata.org/entity/Q732725;Charles Vildrac;1882;1971;89;2;Q732725;27185680;FALSE;NA;11;0.0344827586206897;11928351x;http://data.bnf.fr/ark:/12148/cb11928351x#about;59;30;107;50
146;http://www.wikidata.org/entity/Q3292642;Marie Le Franc;1879;1964;85;NA;Q3292642;30035791;FALSE;NA;11;NA;121533811;http://data.bnf.fr/ark:/12148/cb121533811#about;27;17;38;18
147;http://www.wikidata.org/entity/Q3300411;Maurice Betz;1898;1946;48;1;Q3300411;26726521;FALSE;NA;11;0.0238095238095238;11891860v;http://data.bnf.fr/ark:/12148/cb11891860v#about;16;10;21;12
148;http://www.wikidata.org/entity/Q2847777;André Fraigneau;1905;1991;86;1;Q2847777;26871912;FALSE;NA;11;0.0285714285714286;119033441;http://data.bnf.fr/ark:/12148/cb119033441#about;36;6;46;8
149;http://www.wikidata.org/entity/Q18115605;Gabriel Mourey;1865;1943;78;4;Q18115605;56745729;FALSE;NA;11;0.0533333333333333;133332151;http://data.bnf.fr/ark:/12148/cb133332151#about;59;55;71;67
150;http://www.wikidata.org/entity/Q3265556;Lucien Jacques;1891;1961;70;NA;Q3265556;02693342X;FALSE;NA;11;NA;11908445v;http://data.bnf.fr/ark:/12148/cb11908445v#about;17;9;19;10
151;http://www.wikidata.org/entity/Q681776;Pierre-Henri Simon;1903;1972;69;NA;Q681776;27139204;FALSE;NA;11;NA;119248442;http://data.bnf.fr/ark:/12148/cb119248442#about;47;7;74;8
152;http://www.wikidata.org/entity/Q3292905;Marie de Heredia;1875;1963;88;11;Q3292905;02946305X;FALSE;NA;11;0.169230769230769;121085180;http://data.bnf.fr/ark:/12148/cb121085180#about;6;6;9;8
153;http://www.wikidata.org/entity/Q297770;Marthe Bibesco;1886;1973;87;2;Q297770;28171330;FALSE;NA;11;0.037037037037037;130919423;http://data.bnf.fr/ark:/12148/cb130919423#about;39;24;57;34
154;http://www.wikidata.org/entity/Q318391;Abel Bonnard;1883;1968;85;16;Q318391;28479653;TRUE;1932;10;0.280701754385965;120307109;http://data.bnf.fr/ark:/12148/cb120307109#about;43;34;59;40
155;http://www.wikidata.org/entity/Q1251496;Charles Maurice Donnay;1859;1945;86;7;Q1251496;33149909;TRUE;1907;10;0.0864197530864197;12404587c;http://data.bnf.fr/ark:/12148/cb12404587c#about;132;117;192;154
156;http://www.wikidata.org/entity/Q3131604;Henri Massis;1886;1970;84;8;Q3131604;28438922;FALSE;NA;10;0.148148148148148;12027398x;http://data.bnf.fr/ark:/12148/cb12027398x#about;47;27;57;31
157;http://www.wikidata.org/entity/Q817441;Benjamin Crémieux;1888;1944;56;5;Q817441;35759763;FALSE;NA;10;0.0961538461538462;13488390g;http://data.bnf.fr/ark:/12148/cb13488390g#about;25;23;31;28
158;http://www.wikidata.org/entity/Q716823;Léon Bérard;1876;1960;84;10;Q716823;29560284;TRUE;1934;10;0.15625;12903149b;http://data.bnf.fr/ark:/12148/cb12903149b#about;17;13;19;15
159;http://www.wikidata.org/entity/Q3289218;Marcel Martinet;1887;1944;57;5;Q3289218;27013839;FALSE;NA;10;0.0943396226415094;119148723;http://data.bnf.fr/ark:/12148/cb119148723#about;22;12;31;18
160;http://www.wikidata.org/entity/Q3167016;Jean-Louis Vaudoyer;1883;1963;80;18;Q3167016;33119406;FALSE;NA;10;0.315789473684211;124017876;http://data.bnf.fr/ark:/12148/cb124017876#about;12;5;15;6
161;http://www.wikidata.org/entity/Q2164102;Maurice Paléologue;1859;1944;85;6;Q2164102;03439530X;TRUE;1928;10;0.0740740740740741;12515516g;http://data.bnf.fr/ark:/12148/cb12515516g#about;32;27;44;37
162;http://www.wikidata.org/entity/Q1454330;Maurice Rat;1891;1969;78;2;Q1454330;33540500;FALSE;NA;10;0.0408163265306122;124398155;http://data.bnf.fr/ark:/12148/cb124398155#about;53;15;91;18
163;http://www.wikidata.org/entity/Q845559;Jean Mistler;1897;1988;91;NA;Q845559;02703206X;FALSE;NA;10;NA;11916300b;http://data.bnf.fr/ark:/12148/cb11916300b#about;62;12;68;12
164;http://www.wikidata.org/entity/Q2898000;Bernard Groethuysen;1880;1946;66;4;Q2898000;02690392X;FALSE;NA;10;0.0666666666666667;119059685;http://data.bnf.fr/ark:/12148/cb119059685#about;14;5;20;6
165;http://www.wikidata.org/entity/Q3372766;Pauline de Broglie;1888;1972;84;3;Q3372766;27056902;FALSE;NA;10;0.0576923076923077;13091589n;http://data.bnf.fr/ark:/12148/cb13091589n#about;24;12;37;17
166;http://www.wikidata.org/entity/Q3121976;Guy Lévis Mano;1904;1980;76;NA;Q3121976;26661683;FALSE;NA;10;NA;11886776z;http://data.bnf.fr/ark:/12148/cb11886776z#about;28;13;47;25
167;http://www.wikidata.org/entity/Q3372320;Paul Tuffrau;1887;1973;86;NA;Q3372320;28599314;FALSE;NA;10;NA;126939654;http://data.bnf.fr/ark:/12148/cb126939654#about;20;11;37;15
168;http://www.wikidata.org/entity/Q2383344;Armand Godoy;1880;1964;84;1;Q2383344;26895374;FALSE;NA;9;0.0166666666666667;11905258x;http://data.bnf.fr/ark:/12148/cb11905258x#about;45;31;76;53
169;http://www.wikidata.org/entity/Q3093602;Gabriel Audisio;1900;1978;78;NA;Q3093602;26695707;FALSE;NA;9;NA;118894834;http://data.bnf.fr/ark:/12148/cb118894834#about;37;15;44;15
170;http://www.wikidata.org/entity/Q1911356;Maurice Levaillant;1883;1961;78;7;Q1911356;26987384;FALSE;NA;9;0.12280701754386;119127652;http://data.bnf.fr/ark:/12148/cb119127652#about;34;24;46;34
171;http://www.wikidata.org/entity/Q2978077;Claude Roger-Marx;1888;1977;89;5;Q2978077;27105997;FALSE;NA;9;0.0961538461538462;11922388t;http://data.bnf.fr/ark:/12148/cb11922388t#about;101;40;127;54
172;http://www.wikidata.org/entity/Q713011;Henri Bernstein;1876;1953;77;NA;Q713011;29497280;FALSE;NA;9;NA;12242728d;http://data.bnf.fr/ark:/12148/cb12242728d#about;63;53;91;72
173;http://www.wikidata.org/entity/Q3042797;Joseph Malègue;1876;1940;64;NA;Q3042797;30524407;FALSE;NA;9;NA;12192194d;http://data.bnf.fr/ark:/12148/cb12192194d#about;8;5;13;8
174;http://www.wikidata.org/entity/Q775364;Henri-René Lenormand;1882;1951;69;4;Q775364;33241694;FALSE;NA;9;0.0689655172413793;12412804d;http://data.bnf.fr/ark:/12148/cb12412804d#about;50;38;68;48
175;http://www.wikidata.org/entity/Q326138;Marcel Prévost;1862;1941;79;21;Q326138;28023218;TRUE;1909;8;0.269230769230769;11994223w;http://data.bnf.fr/ark:/12148/cb11994223w#about;15;15;43;40
176;http://www.wikidata.org/entity/Q285992;Émile Henriot;1889;1961;72;12;Q285992;26919125;FALSE;NA;8;0.235294117647059;11907264b;http://data.bnf.fr/ark:/12148/cb11907264b#about;129;80;158;95
177;http://www.wikidata.org/entity/Q3081769;Francis de Miomandre;1880;1959;79;7;Q3081769;27031330;FALSE;NA;8;0.116666666666667;119162393;http://data.bnf.fr/ark:/12148/cb119162393#about;92;70;122;85
178;http://www.wikidata.org/entity/Q945624;Fernand Gregh;1873;1960;87;7;Q945624;30394732;FALSE;NA;8;0.104477611940299;121817682;http://data.bnf.fr/ark:/12148/cb121817682#about;50;32;63;43
179;http://www.wikidata.org/entity/Q2847274;André Berry;1902;1986;84;NA;Q2847274;26723441;FALSE;NA;8;NA;118916175;http://data.bnf.fr/ark:/12148/cb118916175#about;30;7;33;8
180;http://www.wikidata.org/entity/Q2211070;Ramon Fernandez;1894;1944;50;8;Q2211070;26862255;FALSE;NA;8;0.173913043478261;11902581j;http://data.bnf.fr/ark:/12148/cb11902581j#about;28;15;35;17
181;http://www.wikidata.org/entity/Q55771123;Georges Mongredien;1901;1980;79;3;Q55771123;02703450X;FALSE;NA;8;0.0769230769230769;11916503x;http://data.bnf.fr/ark:/12148/cb11916503x#about;49;27;58;28
182;http://www.wikidata.org/entity/Q984530;Robert Aron;1898;1975;77;1;Q984530;26691841;FALSE;NA;8;0.0238095238095238;11889202r;http://data.bnf.fr/ark:/12148/cb11889202r#about;36;6;61;6
183;http://www.wikidata.org/entity/Q3290687;Marguerite Burnat-Provins;1872;1952;80;NA;Q3290687;34274561;FALSE;NA;8;NA;12737375p;http://data.bnf.fr/ark:/12148/cb12737375p#about;25;18;29;20
184;http://www.wikidata.org/entity/Q2121130;Simin Palay;1874;1965;91;1;Q2121130;32332343;FALSE;NA;8;0.0151515151515152;123382420;http://data.bnf.fr/ark:/12148/cb123382420#about;36;21;41;21
185;http://www.wikidata.org/entity/Q659294;Henri Pollès;1909;1994;85;NA;Q659294;27077918;FALSE;NA;8;NA;11920184d;http://data.bnf.fr/ark:/12148/cb11920184d#about;20;8;22;8
186;http://www.wikidata.org/entity/Q481146;Pascal Pia;1903;1979;76;1;Q481146;27071162;FALSE;NA;8;0.027027027027027;11919612w;http://data.bnf.fr/ark:/12148/cb11919612w#about;23;9;26;9
187;http://www.wikidata.org/entity/Q3122266;Guy de Larigaudie;1908;1940;32;NA;Q3122266;26966379;FALSE;NA;8;NA;11911106n;http://data.bnf.fr/ark:/12148/cb11911106n#about;16;8;31;8
188;http://www.wikidata.org/entity/Q291260;Évariste Lévi-Provençal;1894;1956;62;NA;Q291260;31692826;FALSE;NA;8;NA;122859751;http://data.bnf.fr/ark:/12148/cb122859751#about;48;24;55;25
189;http://www.wikidata.org/entity/Q3173119;Jean Lebrau;1891;1983;92;4;Q3173119;26976099;FALSE;NA;7;0.0816326530612245;11911897q;http://data.bnf.fr/ark:/12148/cb11911897q#about;44;18;54;22
190;http://www.wikidata.org/entity/Q3287816;Marc Bernard;1900;1983;83;NA;Q3287816;27903745;FALSE;NA;7;NA;11984554s;http://data.bnf.fr/ark:/12148/cb11984554s#about;30;7;45;7
191;http://www.wikidata.org/entity/Q2300830;Édouard Bourdet;1887;1945;58;1;Q2300830;32367686;FALSE;NA;7;0.0188679245283019;12341087x;http://data.bnf.fr/ark:/12148/cb12341087x#about;19;14;50;31
192;http://www.wikidata.org/entity/Q3370831;Paul Cazin;1881;1963;82;1;Q3370831;26773864;FALSE;NA;7;0.0169491525423729;118956968;http://data.bnf.fr/ark:/12148/cb118956968#about;17;5;21;7
